Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[HJ C9 C7 SK S8 HT HK HQ H8 DA],H,3,1,1,0,1,0,[H9 D9],0,0.0000,[C7 SK S8 HT HK HQ H9 H8 DA D9],[HJ C9],-,1,1,1,0,1,0
[SJ CK CQ C7 ST SK S9 HA H9 H7],S,4,1,1,0,1,0,[CA CT],21,0.5750,[SJ CA CT CK CQ C7 ST SK HA H9],[S9 H7],S,6,1,1,0,0,0
[CK CQ SA SK SQ HK H8 DK D8 D7],-,2,1,0,0,0,0,[S7 HT],10,0.0000,[SA SK SQ S7 HT HK H8 DK D8 D7],[CK CQ],-,0,1,1,0,1,0
[CA CK CQ C8 C7 SA SQ S9 HA H8],-,5,2,0,0,0,0,[C9 HT],10,0.8500,[CA CK CQ C9 C8 C7 SA HA HT H8],[SQ S9],-,6,2,1,1,0,0
[DJ CT C7 SK S9 S7 HQ DA D8 D7],D,3,1,0,0,0,0,[CK HA],15,0.0000,[CK C7 SK S9 S7 HA HQ DA D8 D7],[DJ CT],-,2,2,0,0,0,1
[CA C8 SK S7 HK H9 H8 DA D8 D7],-,2,1,0,0,0,0,[CQ DQ],6,0.0000,[C8 SK S7 HK H9 H8 DA DQ D8 D7],[CA CQ],-,1,1,0,0,0,1
[SJ C8 ST S9 HA HT HK DQ D8 D7],S,2,1,2,1,0,0,[DJ SK],6,0.0000,[C8 ST SK S9 HA HT HK DQ D8 D7],[SJ DJ],-,1,1,2,1,1,0
[CJ DJ CA CT CK S8 HT H9 H8 D8],CD,5,0,1,0,0,0,[SQ DA],14,0.0500,[CJ DJ CA CT CK SQ HT H9 H8 DA],[S8 D8],CD,5,1,1,0,0,0
[CJ DJ CA CT C7 S7 HA HK DK D8],CD,5,1,0,0,0,0,[C8 DT],10,0.9500,[CJ DJ CA CT C8 C7 HA DT DK D8],[S7 HK],CD,6,1,1,0,1,0
[SJ DJ CT CK C9 ST SK HK DK D9],SD,5,0,1,0,0,0,[DQ D8],3,0.0000,[CT CK C9 ST SK HK DK DQ D9 D8],[SJ DJ],-,3,0,1,0,0,0
[HJ CQ C8 S7 HT HQ DA DT DK D9],H,3,1,2,1,1,0,[H9 D7],0,0.0000,[C8 S7 HT HQ H9 DA DT DK D9 D7],[HJ CQ],-,1,1,2,1,1,0
[CJ SK SQ S8 HT H8 H7 DA D9 D8],C,1,1,1,0,0,0,[C9 HK],4,0.0000,[SK SQ S8 HT HK H8 H7 DA D9 D8],[CJ C9],-,0,1,1,0,1,0
[SJ DJ CK C8 S8 HK H9 DA D9 D8],SD,4,1,0,0,0,0,[CQ C9],3,0.0250,[SJ DJ CK CQ C9 C8 H9 DA D9 D8],[S8 HK],SD,6,1,0,0,0,0
[HJ CK SA S9 HT HK H9 H7 DA DK],H,2,2,1,0,1,0,[HA D7],11,0.0000,[SA S9 HA HT HK H9 H7 DA DK D7],[HJ CK],-,0,3,1,1,1,0
[CA CT CQ C9 C7 SA HT H9 H8 D8],-,5,1,1,0,0,0,[ST DK],14,0.0500,[CA CT CQ C9 C7 SA ST HT H9 H8],[DK D8],-,5,1,2,1,0,0
[CK C9 SQ HA H9 DT DQ D9 D8 D7],-,2,1,1,0,0,0,[CQ HK],7,0.0000,[C9 SQ HA HK H9 DT DQ D9 D8 D7],[CK CQ],-,1,1,1,0,0,0
[CJ CK C9 SA SQ S8 S7 HK DT D7],C,3,1,1,0,0,0,[SJ HT],12,0.0000,[CK C9 SA SQ S8 S7 HT HK DT D7],[CJ SJ],-,2,1,2,0,0,0
[HJ CT CK C7 S9 HT DA DT DK DQ],H,4,1,2,1,0,0,[DJ ST],12,0.0000,[CT CK C7 ST S9 HT DA DT DK DQ],[HJ DJ],-,3,1,3,1,0,0
[CA C9 C8 C7 ST S9 S8 H8 DA DT],-,4,1,2,1,0,0,[SK D8],4,0.0000,[C8 C7 ST SK S9 S8 H8 DA DT D8],[CA C9],-,2,1,2,1,1,1
[CK CQ C7 ST SQ S9 HA H8 DK D7],-,3,1,1,0,0,0,[S8 HQ],3,0.0000,[C7 ST SQ S9 S8 HA HQ H8 DK D7],[CK CQ],-,1,1,1,0,0,0
[DJ CT C9 C7 S9 S8 S7 HT HK DT],D,4,0,2,0,0,0,[HJ H7],2,0.0000,[CT C9 C7 S9 S8 S7 HT HK H7 DT],[HJ DJ],-,3,0,2,0,1,0
[CA CK C8 S9 S7 HT H7 DT DK D9],-,3,0,2,0,1,0,[HA H8],11,0.0000,[C8 S9 S7 HA HT H8 H7 DT DK D9],[CA CK],-,1,1,2,1,1,1
[CA C9 C8 SK S8 S7 HK H8 H7 DQ],-,3,0,0,0,0,0,[SA SQ],14,0.0000,[C8 SA SK SQ S8 S7 HK H8 H7 DQ],[CA C9],-,1,1,0,0,0,1
[CJ DJ SA SK SQ HA H8 H7 DT DQ],CD,2,2,1,0,0,0,[C9 HQ],3,0.0000,[C9 SA SK SQ HA HQ H8 H7 DT DQ],[CJ DJ],-,1,2,1,0,0,0
[CQ C9 S8 HT HK H9 DA DQ D9 D8],-,2,1,1,0,1,0,[CA HQ],14,0.0000,[C9 S8 HT HK HQ H9 DA DQ D9 D8],[CA CQ],-,1,1,1,0,1,1
[CJ SJ CA C9 C8 ST S9 S8 DQ D9],CS,5,0,1,0,0,0,[CK SQ],7,0.8000,[CJ SJ CA CK C9 C8 ST SQ S9 S8],[DQ D9],CS,6,0,1,0,0,0
[CT CK CQ SA S9 S7 HA HQ DA D9],-,3,3,0,0,0,0,[C8 DT],10,0.0000,[CT C8 SA S9 S7 HA HQ DA DT D9],[CK CQ],-,2,3,1,1,0,0
[HJ CT C9 SK S8 HA HK H7 DK DQ],H,3,1,0,0,0,0,[CK D9],4,0.0000,[CK C9 SK S8 HA HK H7 DK DQ D9],[HJ CT],-,2,1,0,0,0,1
[CJ CA C8 SA HT H8 H7 DK D9 D8],C,3,1,1,0,0,0,[SJ DJ],4,0.4500,[CJ SJ DJ CA C8 SA HT H8 H7 DK],[D9 D8],CSD,5,1,1,0,0,0
[CJ SJ CA CQ C8 SA SK HK D9 D8],CS,5,1,0,0,0,0,[HT H9],10,0.6500,[CJ SJ CA CQ C8 SA SK HT HK H9],[D9 D8],CS,5,1,1,0,1,0
[CA CQ SQ HA HT H8 H7 DT DK DQ],-,2,1,2,1,0,0,[C8 H9],0,0.0000,[C8 SQ HA HT H9 H8 H7 DT DK DQ],[CA CQ],-,1,1,2,1,0,1
[CJ SJ CA CQ SA SK S8 S7 H9 H7],CS,4,1,0,0,0,0,[CK D9],4,0.4000,[CJ SJ CA CK CQ SA SK S8 S7 H7],[H9 D9],CS,5,1,0,0,0,0
[SJ DJ CA CT SQ S9 S8 H8 DQ D9],SD,4,0,0,0,0,0,[H9 H7],0,0.0000,[CA CT SQ S9 S8 H9 H8 H7 DQ D9],[SJ DJ],-,2,0,0,0,0,0
[SJ CT CQ C7 ST HQ H9 H8 H7 D9],S,4,0,1,0,0,0,[DJ HA],13,0.0750,[SJ DJ CT CQ C7 HA HQ H9 H8 H7],[ST D9],SD,5,1,0,0,0,1
[DJ CQ C9 ST SK SQ HA H8 H7 D9],D,3,1,1,0,0,0,[CJ S9],2,0.0000,[CQ C9 ST SK SQ S9 HA H8 H7 D9],[CJ DJ],-,2,1,1,0,1,0
[HJ CA C8 S9 HA HT HQ DA DT D8],H,3,2,2,2,0,0,[ST S8],10,0.0750,[C8 ST S9 S8 HA HT HQ DA DT D8],[HJ CA],-,1,2,3,2,0,1
[CQ SK S7 HA HK H9 H7 DT DK D9],-,1,1,1,0,1,0,[C9 S8],0,0.0000,[SK S8 S7 HA HK H9 H7 DT DK D9],[CQ C9],-,0,1,1,0,1,0
[SJ HJ CA CT SK S9 HT HQ H8 DQ],SH,4,0,1,0,0,0,[CK D9],4,0.0000,[CA CT CK SK S9 HT HQ H8 DQ D9],[SJ HJ],-,3,0,1,0,0,0
[DJ CA C7 SA SK SQ S8 DQ D9 D8],D,3,1,0,0,0,0,[ST S9],10,0.0000,[C7 SA ST SK SQ S9 S8 DQ D9 D8],[DJ CA],-,1,1,1,1,1,1
[CQ SA ST HT H9 H8 DT D9 D8 D7],-,1,1,3,1,0,0,[DJ C9],2,0.0000,[C9 SA ST HT H9 H8 DT D9 D8 D7],[DJ CQ],-,1,1,3,1,0,0
[SJ DJ CA CQ C7 S7 HK H8 DT D7],SD,5,0,1,0,0,0,[SQ H7],3,0.0000,[CA CQ C7 SQ S7 HK H8 H7 DT D7],[SJ DJ],-,3,0,1,0,0,0
[CJ HJ CA CT SA S9 HT H9 DQ D7],CH,4,1,1,0,0,0,[H8 D9],0,0.0000,[CA CT SA S9 HT H9 H8 DQ D9 D7],[CJ HJ],-,2,1,1,0,0,0
[C9 SK S8 HT H9 DA DT DQ D9 D7],-,1,1,2,1,0,0,[CJ SQ],5,0.0000,[SK SQ S8 HT H9 DA DT DQ D9 D7],[CJ C9],-,0,1,2,1,0,0
[SJ HJ DJ CK C7 SK S8 S7 HQ D9],SHD,5,0,0,0,0,0,[CQ S9],3,0.5250,[SJ HJ DJ CK CQ C7 SK S9 S8 S7],[HQ D9],SHD,6,0,0,0,0,0
[CJ HJ CA CQ SQ S8 H9 H8 H7 D7],CH,4,0,0,0,0,0,[S9 HT],10,0.0000,[CA CQ SQ S9 S8 HT H9 H8 H7 D7],[CJ HJ],-,2,0,1,0,0,0
[CJ SJ DJ CT ST S8 HK HQ H9 D7],CSD,4,0,1,0,0,0,[C9 H7],0,0.0250,[CJ SJ DJ CT C9 ST S8 HK H9 H7],[HQ D7],CSD,5,0,1,0,0,0
[CJ DJ C7 ST SQ S9 H7 DT DQ D9],CD,3,0,2,0,0,0,[HJ DK],6,0.0000,[DJ C7 ST SQ S9 H7 DT DK DQ D9],[CJ HJ],D,2,0,2,0,1,0
[CJ HJ CK SK HA HQ H9 H8 DK D8],CH,3,1,0,0,0,0,[HT HK],14,0.0000,[CK SK HA HT HK HQ H9 H8 DK D8],[CJ HJ],-,1,1,1,1,1,0
[CA C8 SQ HA HT HK HQ DT D9 D8],-,2,1,2,1,0,0,[CJ D7],2,0.0000,[C8 SQ HA HT HK HQ DT D9 D8 D7],[CJ CA],-,1,1,2,1,0,1
[C7 ST S8 S7 HA HT HK H8 H7 DA],-,1,2,2,1,1,0,[SK D9],4,0.0000,[SK S8 S7 HA HT HK H8 H7 DA D9],[C7 ST],-,0,2,1,1,1,1
[CA CT SQ S9 HK H9 H8 DT DQ D9],-,2,0,1,0,0,0,[H7 D7],0,0.0000,[SQ S9 HK H9 H8 H7 DT DQ D9 D7],[CA CT],-,0,0,1,0,0,2
[CK CQ C9 C8 SQ HA HQ DQ D9 D8],-,4,1,0,0,0,0,[HT H8],10,0.0000,[C9 C8 SQ HA HT HQ H8 DQ D9 D8],[CK CQ],-,2,1,1,1,0,0
[CJ CK C8 S9 S8 S7 HA H9 DQ D9],C,3,1,0,0,0,0,[SK HQ],7,0.0000,[C8 SK S9 S8 S7 HA HQ H9 DQ D9],[CJ CK],-,1,1,0,0,0,0
[HJ DJ CA CK S9 HA HT H9 DT D8],HD,4,1,2,1,0,0,[SA D9],11,0.1750,[HJ DJ CA CK SA HA HT H9 DT D8],[S9 D9],HD,4,2,2,1,0,0
[CQ C9 ST S8 HK HQ DA DK D8 D7],-,2,1,1,0,0,0,[SJ S7],2,0.0000,[C9 ST S8 S7 HK HQ DA DK D8 D7],[SJ CQ],-,1,1,1,0,0,0
[SJ HJ SA SK S9 S7 H9 DA DT D9],SH,2,2,1,1,0,0,[CJ H8],2,0.2000,[CJ SJ HJ SA SK S9 H9 H8 DA DT],[S7 D9],CSH,3,2,1,1,0,0
[SJ HJ C8 SK S7 HA HQ H9 H7 DA],SH,3,2,0,0,0,0,[C7 SQ],3,0.0000,[C8 C7 SK SQ S7 HA HQ H9 H7 DA],[SJ HJ],-,2,2,0,0,0,0
[HJ CT CK C9 SA HA HT H8 DA DQ],H,4,3,1,1,0,0,[CJ D7],2,0.8250,[CJ CT CK C9 SA HA HT DA DQ D7],[HJ H8],C,4,3,1,1,0,0
[SJ CA C7 SQ S9 HQ H7 DT DQ D7],S,3,0,1,0,0,0,[HJ ST],12,0.0000,[CA C7 ST SQ S9 HQ H7 DT DQ D7],[SJ HJ],-,2,0,2,0,0,0
[CJ C9 C8 SK S8 HT HK H9 DT D8],C,3,0,2,0,1,0,[HQ H7],3,0.0000,[C8 SK S8 HT HK HQ H9 H7 DT D8],[CJ C9],-,1,0,2,0,1,0
[DJ CK C8 S8 S7 HT H9 H7 DQ D7],D,3,0,1,0,0,0,[DT D8],10,0.0000,[C8 S8 S7 HT H9 H7 DT DQ D8 D7],[DJ CK],-,1,0,2,0,0,0
[CJ CA CK CQ SA S9 S7 HK H9 DT],C,4,1,1,0,0,0,[SJ ST],12,0.8250,[CJ SJ CA CK CQ SA ST S9 S7 DT],[HK H9],CS,5,1,2,1,0,0
[CJ HJ CA ST SK S8 H8 DA DQ D8],CH,3,1,1,0,1,0,[SJ S7],2,0.3000,[CJ SJ HJ CA ST SK S8 S7 DA D8],[H8 DQ],CSH,4,1,1,0,1,0
[CJ CK ST SQ S9 S8 S7 H9 H8 D8],C,2,0,1,0,0,0,[C7 HT],10,0.0000,[C7 ST SQ S9 S8 S7 HT H9 H8 D8],[CJ CK],-,1,0,2,0,0,0
[CJ SJ DJ CK C9 SA HK H8 H7 DK],CSD,5,1,0,0,0,0,[CA CQ],14,0.9500,[CJ SJ DJ CA CK CQ C9 SA H7 DK],[HK H8],CSD,7,1,0,0,0,0
[HJ C9 C7 S8 HQ H7 DT DK D9 D8],H,3,0,1,0,1,0,[CK HK],8,0.0000,[C9 C7 S8 HK HQ H7 DT DK D9 D8],[HJ CK],-,2,0,1,0,1,0
[HJ DJ SA SK SQ S7 HK HQ DK D8],HD,2,1,0,0,0,0,[S9 H9],0,0.0000,[SA SK SQ S9 S7 HK HQ H9 DK D8],[HJ DJ],-,0,1,0,0,0,0
[CK CQ C9 SK HA HK H8 H7 DA D7],-,3,2,0,0,0,0,[DJ DK],6,0.0000,[CQ C9 SK HA HK H8 H7 DA DK D7],[DJ CK],-,2,2,0,0,0,0
[SJ HJ C9 C8 ST SK S7 HK HQ DA],SH,4,1,1,0,1,0,[HA DK],15,0.0000,[C9 C8 ST SK S7 HA HK HQ DA DK],[SJ HJ],-,2,2,1,0,1,0
[DJ C7 SA S9 HA HT H8 D9 D8 D7],D,2,2,1,1,0,0,[H7 DA],11,0.0000,[SA S9 HA HT H8 H7 DA D9 D8 D7],[DJ C7],-,0,3,1,1,0,0
[CK CQ C9 S8 S7 H9 H7 DA D9 D8],-,3,1,0,0,0,0,[HJ DK],6,0.0000,[CQ C9 S8 S7 H9 H7 DA DK D9 D8],[HJ CK],-,2,1,0,0,0,0
[CJ SJ HJ CA C9 SK SQ S9 DA DQ],CSH,5,1,0,0,0,0,[CQ ST],13,0.9750,[CJ SJ HJ CA C9 ST SQ S9 DA DQ],[CQ SK],CSH,5,1,1,0,0,0
[CJ CT CK C7 SA ST SK S9 S8 H9],C,4,1,1,1,1,0,[C9 DT],10,0.6750,[CJ CT CK C9 C7 SA ST SK S9 S8],[H9 DT],C,5,1,1,1,1,1
[SJ HJ DJ CA CT SA ST S9 S7 H9],SHD,5,1,1,1,0,0,[CJ C9],2,1.0000,[HJ DJ CA CT C9 SA ST S9 S7 H9],[CJ SJ],HD,5,1,1,1,0,0
[CK CQ C7 ST S8 S7 H9 H8 DT DK],-,3,0,2,0,0,0,[HA D9],11,0.0000,[C7 ST S8 S7 HA H9 H8 DT DK D9],[CK CQ],-,1,1,2,0,1,0
[HJ CA CK C7 SA ST SK SQ S7 HA],H,4,2,1,1,1,0,[SJ HT],12,0.9500,[SJ HJ CA CK C7 SA ST SK HA HT],[SQ S7],SH,5,2,2,2,0,0
[CJ SJ C9 SA SK SQ HA HQ H8 H7],CS,3,2,0,0,0,0,[CK H9],4,0.2250,[CJ SJ CK C9 SA SK HA HQ H8 H7],[SQ H9],CS,4,2,0,0,0,0
[DJ CA CK C9 C7 SA SK SQ HT D9],D,5,1,1,0,0,0,[CT H9],10,0.2000,[DJ CA CT CK C9 C7 SA SQ HT H9],[SK D9],D,6,1,1,0,0,0
[CJ SJ SA S9 HA HT HK DA DT DK],CS,2,3,2,2,0,0,[C8 ST],10,0.8500,[CJ SJ C8 SA ST HA HT HK DA DT],[S9 DK],CS,3,3,3,3,0,0
[CJ SJ DJ CT CK S9 S7 H9 DT DK],CSD,5,0,1,0,0,0,[CA C7],11,0.9500,[CJ SJ DJ CA CT CK C7 H9 DT DK],[S9 S7],CSD,7,0,1,0,0,0
[CK C8 SA ST S8 S7 H8 H7 D9 D7],-,2,1,1,1,0,0,[HA HT],21,0.0000,[SA ST S8 S7 HA HT H8 H7 D9 D7],[CK C8],-,0,2,2,2,0,0
[SJ CQ C8 C7 SA ST S8 S7 H7 DQ],S,4,1,1,1,0,0,[HA DK],15,0.0000,[C8 C7 SA ST S8 S7 HA H7 DK DQ],[SJ CQ],-,2,2,1,1,0,0
[CQ SA ST SK SQ S8 S7 HQ H7 DK],-,1,1,1,1,1,0,[CJ HK],6,0.0000,[SA ST SK SQ S8 S7 HK HQ H7 DK],[CJ CQ],-,0,1,1,1,1,0
[DJ C7 SQ S9 S7 HT H8 DT DK D9],D,2,0,2,0,1,0,[H9 DQ],3,0.0000,[SQ S9 S7 HT H9 H8 DT DK DQ D9],[DJ C7],-,0,0,2,0,1,0
[HJ DJ CA C8 C7 SQ HA H9 DT D8],HD,5,1,1,0,0,0,[CJ SJ],4,1.0000,[SJ HJ DJ CA C8 C7 HA H9 DT D8],[CJ SQ],SHD,6,1,1,0,0,0
[CJ HJ CT ST SK SQ S8 HA DA DK],CH,3,2,1,0,1,0,[SJ D9],2,0.7500,[CJ SJ HJ CT ST SK SQ S8 HA DA],[DK D9],CSH,4,2,1,0,1,0
[CJ CK CQ C7 S8 HQ H8 DT DQ D8],C,4,0,1,0,0,0,[SK D7],4,0.0000,[CQ C7 SK S8 HQ H8 DT DQ D8 D7],[CJ CK],-,2,0,1,0,0,0
[SJ HJ DJ CQ C7 ST H8 DT DQ D8],SHD,5,0,2,0,0,0,[C9 HK],4,0.0500,[SJ HJ DJ CQ C9 C7 ST DT DQ D8],[HK H8],SHD,6,0,2,0,0,0
[CA CT C7 SK S8 HT HK HQ H9 H7],-,3,0,1,0,1,0,[HJ DT],12,0.0000,[CT C7 SK S8 HT HK HQ H9 H7 DT],[HJ CA],-,2,0,2,0,1,1
[DJ C9 C8 ST SQ S8 S7 DA DQ D7],D,3,1,1,0,0,0,[CK H7],4,0.0000,[C9 C8 ST SQ S8 S7 H7 DA DQ D7],[DJ CK],-,2,1,1,0,0,0
[CJ SJ C9 SA ST S7 HT H7 DQ D7],CS,3,1,2,1,0,0,[SQ H9],3,0.0000,[C9 SA ST SQ S7 HT H9 H7 DQ D7],[CJ SJ],-,1,1,2,1,0,0
[CA C9 C8 C7 SA HA H7 DK D9 D7],-,4,2,0,0,0,0,[CQ H9],3,0.0250,[CA CQ C9 C8 C7 SA HA DK D9 D7],[H9 H7],-,5,2,0,0,0,0
[CA C9 C8 C7 S9 HA HK H8 H7 DT],-,4,1,1,0,0,0,[DJ D9],2,0.0000,[C9 C8 C7 S9 HA HK H8 H7 DT D9],[DJ CA],-,3,1,1,0,0,1
[DJ CA C9 SA S8 S7 HA HK HQ DA],D,3,3,0,0,0,0,[CT DT],20,0.4500,[DJ CA CT C9 SA S7 HA HK DA DT],[S8 HQ],D,4,3,1,1,0,0
[SJ HJ C9 SQ S7 HK H9 H8 H7 D7],SH,3,0,0,0,0,0,[SK D8],4,0.0000,[C9 SK SQ S7 HK H9 H8 H7 D8 D7],[SJ HJ],-,1,0,0,0,0,0
[CA CK CQ C8 SA S8 HT H9 H7 DT],-,4,1,2,0,0,0,[HK DK],8,0.0000,[CQ C8 SA S8 HT HK H9 H7 DT DK],[CA CK],-,2,1,2,0,1,1
[CJ CT C9 SK S9 S8 H8 H7 DK D8],C,3,0,0,0,0,0,[CQ D9],3,0.0000,[CQ C9 SK S9 S8 H8 H7 DK D9 D8],[CJ CT],-,2,0,0,0,0,1
[HJ CK C8 C7 SK HT H8 H7 DT D8],H,4,0,2,0,0,0,[CT DK],14,0.0000,[CK C8 C7 SK HT H8 H7 DT DK D8],[HJ CT],-,3,0,2,0,1,1
[SJ CA CT CK SA ST S9 HK H7 D7],S,4,1,1,1,0,0,[SQ DQ],6,0.0000,[CT CK SA ST SQ S9 HK H7 DQ D7],[SJ CA],-,2,1,1,1,0,1
[DJ CQ C9 SA S9 S8 HA DA D9 D7],D,3,3,0,0,0,0,[SJ HK],6,0.0750,[SJ DJ CQ C9 SA S8 HA HK DA D9],[S9 D7],SD,4,3,0,0,0,0
[CJ HJ CT CK S9 S8 S7 HK DT DQ],CH,4,0,1,0,0,0,[SK HA],15,0.0000,[CT CK SK S9 S8 S7 HA HK DT DQ],[CJ HJ],-,2,1,1,0,0,0
[HJ CK C7 SK HK H9 DA DT DQ D7],H,3,1,1,1,0,0,[SA HQ],14,0.0000,[C7 SA SK HK HQ H9 DA DT DQ D7],[HJ CK],-,1,2,1,1,0,0
[HJ C9 SK S7 HK H9 DA DT D8 D7],H,2,1,1,1,0,0,[CQ SQ],6,0.0000,[C9 SK SQ S7 HK H9 DA DT D8 D7],[HJ CQ],-,1,1,1,1,0,0
[CJ DJ CK C9 C7 SA HA HT DA DK],CD,5,3,1,1,0,0,[CA D8],11,0.9500,[CJ CA C9 C7 SA HA HT DA DK D8],[DJ CK],C,4,3,1,1,0,0
[HJ CQ C8 SA SQ S8 HK HQ H9 H8],H,3,1,0,0,0,0,[S7 DQ],3,0.0000,[C8 SA SQ S8 S7 HK HQ H9 H8 DQ],[HJ CQ],-,1,1,0,0,0,0
[DJ CQ C9 C8 SA SK H9 H7 DA DK],D,4,2,0,0,0,0,[SJ DQ],5,0.2250,[SJ DJ CQ C9 C8 SA SK DA DK DQ],[H9 H7],SD,5,2,0,0,0,0
[CK CQ C7 SA S8 HT HQ DT DK DQ],-,3,1,2,0,0,0,[S9 D9],0,0.0000,[C7 SA S9 S8 HT HQ DT DK DQ D9],[CK CQ],-,1,1,2,0,1,0
[SJ CK C8 SA SK S9 S8 H7 DA D9],S,3,2,0,0,0,0,[HA DK],15,0.0250,[SJ CK C8 SA SK S9 S8 HA DA DK],[H7 D9],S,3,3,0,0,0,0
[CJ SJ CT C8 S9 S8 H9 H7 DA D8],CS,4,1,0,0,0,0,[S7 DT],10,0.0000,[CJ SJ CT C8 S8 H9 H7 DA DT D8],[S9 S7],CS,4,1,1,1,0,0
[SJ DJ CK SA SK SQ HA H7 D9 D7],SD,3,2,0,0,0,0,[S8 DQ],3,0.0000,[CK SA SK SQ S8 HA H7 DQ D9 D7],[SJ DJ],-,1,2,0,0,0,0
[DJ CT CK SA ST SK S8 HT H8 D8],D,3,1,2,1,1,0,[HK DT],14,0.0000,[CK SA ST SK S8 HT HK H8 DT D8],[DJ CT],-,1,1,3,1,2,1
[SJ CQ ST SQ HA HT HK HQ H8 D9],S,2,1,2,1,1,0,[CT C8],10,0.0000,[CQ C8 ST SQ HA HT HK HQ H8 D9],[SJ CT],-,2,1,2,1,1,1
[SJ CA CK ST SQ HA H9 H7 D9 D7],S,3,1,1,0,0,0,[SK S8],4,0.0000,[CK ST SK SQ S8 HA H9 H7 D9 D7],[SJ CA],-,1,1,1,0,1,1
[HJ CT CK CQ ST SQ HK DT DK D9],H,4,0,2,0,1,0,[SJ H9],2,0.0000,[CT CK CQ ST SQ HK H9 DT DK D9],[SJ HJ],-,3,0,2,0,1,0
[DJ CQ SK S9 S8 HQ DA DT DQ D7],D,2,1,1,1,0,0,[C8 HK],4,0.0000,[C8 SK S9 S8 HK HQ DA DT DQ D7],[DJ CQ],-,1,1,1,1,0,0
[SJ CA CQ ST SK SQ S7 HA DK D9],S,3,1,1,0,1,0,[C8 D8],0,0.0000,[CQ C8 ST SK SQ S7 HA DK D9 D8],[SJ CA],-,2,1,1,0,1,1
[HJ CQ C8 ST SK SQ H8 DA DK D8],H,3,1,1,0,0,0,[CT S9],10,0.0000,[CQ C8 ST SK SQ S9 H8 DA DK D8],[HJ CT],-,2,1,1,0,1,1
[SJ CK CQ SA S7 HQ H9 DA DT DQ],S,3,2,1,1,0,0,[DK D7],4,0.0000,[CQ SA S7 HQ H9 DA DT DK DQ D7],[SJ CK],-,1,2,1,1,1,0
[SJ HJ CQ C8 SA SQ HT H8 DT D7],SH,4,1,2,0,0,0,[H9 DK],4,0.0000,[CQ C8 SA SQ HT H9 H8 DT DK D7],[SJ HJ],-,2,1,2,0,1,0
[CJ CT CQ C8 ST S8 HQ H9 DQ D9],C,4,0,1,0,0,0,[DA DT],21,0.0000,[CQ C8 ST S8 HQ H9 DA DT DQ D9],[CJ CT],-,2,1,2,1,0,1
[DJ CA C9 ST S8 S7 DA DK DQ D9],D,3,1,1,0,0,0,[HJ HT],12,0.0000,[CA C9 ST S8 S7 HT DA DK DQ D9],[HJ DJ],-,2,1,2,0,0,0
[CJ SJ CT CQ C9 SA SK S9 HT H7],CS,5,1,1,0,0,0,[DT DK],14,0.2000,[CJ SJ CT CQ C9 SA SK S9 DT DK],[HT H7],CS,5,1,1,0,0,1
[CK HT HK HQ H8 H7 DA DK D8 D7],-,1,1,1,0,1,0,[S8 H9],0,0.0000,[HT HK HQ H9 H8 H7 DA DK D8 D7],[CK S8],-,0,1,1,0,1,0
[CJ SJ HJ C8 ST SQ S9 DQ D9 D8],CSH,4,0,1,0,0,0,[CT CK],14,0.6250,[CJ SJ HJ CT CK C8 ST SQ S9 DQ],[D9 D8],CSH,6,0,1,0,0,0
[CA CT C9 C7 SA SQ S7 H8 DA D9],-,4,2,0,0,0,0,[ST HT],20,0.0000,[C9 C7 SA ST SQ S7 HT H8 DA D9],[CA CT],-,2,2,2,1,0,2
[DJ C9 ST SK SQ S7 HT HQ DQ D7],D,2,0,2,0,1,0,[CK H7],4,0.0000,[C9 ST SK SQ S7 HT HQ H7 DQ D7],[DJ CK],-,1,0,2,0,1,0
[CJ SJ CK C7 SA SK SQ HA DT D7],CS,4,2,1,0,0,0,[DA DK],15,0.8750,[CJ SJ CK C7 SA HA DA DT DK D7],[SK SQ],CS,4,3,1,1,1,0
[SJ CA CK C9 C8 S9 S8 HA HK DA],S,5,2,0,0,0,0,[SA H7],11,0.8500,[SJ CA CK C9 C8 SA HA HK H7 DA],[S9 S8],S,5,3,0,0,0,0
[DJ CT C8 SA SQ S7 HA HQ DA DT],D,3,3,1,1,0,0,[CA C9],11,0.9000,[DJ CA CT C9 C8 SA HA HQ DA DT],[SQ S7],D,5,3,1,1,0,0
[SJ CA CT C9 S9 HT DK DQ D9 D8],S,4,0,1,0,0,0,[CJ H7],2,0.0000,[CJ SJ CA CT C9 HT H7 DQ D9 D8],[S9 DK],CS,5,0,1,0,0,0
[CJ DJ CT CQ C9 C7 ST HA HT HQ],CD,6,1,2,1,0,0,[CA H8],11,0.9500,[CJ DJ CA CT C7 ST HA HT HQ H8],[CQ C9],CD,5,1,2,1,0,0
[CJ SJ DJ C9 SK S9 S8 HT DQ D9],CSD,4,0,1,0,0,0,[S7 DK],4,0.0000,[DJ C9 SK S9 S8 S7 HT DK DQ D9],[CJ SJ],D,2,0,1,0,0,0
[CJ HJ C7 ST SQ HA HK DA DK D9],CH,3,2,1,0,0,0,[SK DT],14,0.0000,[C7 ST SK SQ HA HK DA DT DK D9],[CJ HJ],-,1,2,2,1,1,0
