Hand,Skat,BestGame,ProbNull,SafeSuits,VoidSuits,TotalGaps,Blank8s,Gaps_C,Gaps_S,Gaps_H,Gaps_D
 [CQ C9 C7 S7 HA HK HJ H8 DQ DT]    ,[CJ ST],Null,0.05,2,0,6,0,0,0,4,2
 [C9 C8 C7 SK SQ ST S7 H9 DT D8]    ,[HK HT],Null,0.2,1,0,5,0,0,2,1,2
 [CQ C9 HQ HT H9 DA DQ DT D8 D7]    ,[CK S8],Null,0.05,2,1,5,0,2,0,3,0
 [C7 SA SQ S8 S7 HQ DK DQ DJ D9]    ,[C8 HT],Null,0.05,1,0,6,0,0,2,1,3
 [C9 SK SJ S9 S8 S7 HK HQ H8 H7]    ,[CJ DT],Null,0.35,2,1,2,0,1,0,1,0
 [C9 C8 C7 S9 S7 HK H8 H7 DQ D7]    ,[SA DK],Null,0.05,2,0,2,0,0,0,1,1
 [CQ C9 C8 C7 HK HQ HJ H8 DA DT]    ,[SK S9],Null,0.05,2,1,5,0,0,0,3,2
 [C9 C7 S9 S7 HK HJ H8 DT D9 D7]    ,[SA HT],Null,0.15,3,0,3,0,0,0,3,0
 [CT SQ ST S9 S8 HT DK DJ D8 D7]    ,[HA HK],Null,0.05,1,0,3,0,1,1,1,0
 [CA CK C9 C8 C7 ST S9 HT D9 D8]    ,[SK HK],Null,0.05,1,0,4,0,0,2,1,1
 [C7 S7 HA HQ H9 H7 DA DT D8 D7]    ,[SK DJ],Null,0.85,3,0,2,0,0,0,2,0
 [SK SQ SJ ST S9 S8 DQ DT D8 D7]    ,[CQ H8],Null,0.7,3,2,1,0,0,1,0,0
 [CT C8 C7 SK S9 S7 DQ DJ D9 D7]    ,[HA HK],Null,0.4,3,1,1,0,0,1,0,0
 [SK ST S9 S8 HA H8 DK DQ DT D9]    ,[CK H9],Null,0.05,1,1,6,0,0,1,2,3
 [C8 C7 S7 HA HK HJ H9 H8 H7 DT]    ,[DK DJ],Null,0.3,3,0,1,0,0,0,0,1
 [CQ CJ C8 C7 SQ ST S7 H8 DQ D7]    ,[HA HK],Null,0.25,1,0,4,1,0,2,1,1
 [CK CT C9 C8 C7 S7 HT H8 D8 D7]    ,[HQ DK],Null,0.4,3,0,2,0,0,0,2,0
 [CA CJ C9 C7 S7 H8 DK DQ D9 D7]    ,[SK SQ],Null,0.55,1,0,3,1,1,0,1,1
 [CT C9 HQ HT H9 DA DQ D9 D8 D7]    ,[CA SK],Null,0.1,2,1,5,0,2,0,3,0
 [CA CJ CT C8 C7 S8 H8 H7 D8 D7]    ,[HA HQ],Null,1.0,3,0,1,1,0,1,0,0
 [CT C9 C8 C7 S9 S8 H9 H8 DT D9]    ,[SK HQ],Null,0.15,1,0,4,0,0,1,1,2
 [SA SK S9 S7 HK HT H9 H7 DQ D8]    ,[CK DJ],Null,0.1,2,1,4,0,0,2,0,2
 [CK CJ CT C9 S9 S8 HT DQ DT D9]    ,[C8 H9],Null,0.05,0,0,6,0,1,1,1,3
 [SA SK S9 S8 HK HQ H9 H8 D9 D8]    ,[CK CT],Null,0.1,1,1,6,0,0,3,2,1
 [CQ C7 SQ S8 S7 HK HQ H8 H7 D9]    ,[CJ DA],Null,0.1,0,0,4,0,1,1,1,1
 [CJ CT SK S9 S8 S7 HK HT H9 H7]    ,[DA D9],Null,0.2,3,1,2,0,2,0,0,0
 [CT C7 ST S9 S7 HK HJ H8 H7 D8]    ,[DA DQ],Null,0.8,2,0,2,1,1,0,0,1
 [CK CT C8 C7 HK HT DT D9 D8 D7]    ,[CQ SQ],Null,0.1,3,1,2,0,0,0,2,0
 [SJ ST S9 S8 S7 H7 DA D9 D8 D7]    ,[CT SQ],Null,1.0,3,1,1,0,0,0,0,1
 [C8 SJ ST S8 S7 HK HT H8 H7 D9]    ,[CK CQ],Null,0.4,2,0,2,1,1,0,0,1
 [C8 SK SQ SJ S9 S7 DK D9 D8 D7]    ,[CK H9],Null,1.0,3,1,1,1,1,0,0,0
 [C9 C8 SQ SJ S9 S7 H9 H8 DT D7]    ,[HK HQ],Null,0.4,1,0,3,0,1,0,1,1
 [CQ CJ CT C8 C7 S9 S8 HT H8 D8]    ,[SA DQ],Null,0.45,1,0,4,1,0,1,2,1
 [CK CT C9 SQ ST S7 HJ H9 H7 DK]    ,[HA DQ],Null,0.05,1,0,6,0,3,2,0,1
 [CK CQ CJ CT C7 S9 HA HT H9 H7]    ,[SK S8],Null,0.5,1,1,3,0,1,1,1,0
 [C7 SK SQ SJ S7 H9 DK DQ DT D7]    ,[CK HA],Null,0.05,1,0,5,0,0,2,1,2
 [CQ CT C8 ST HQ HJ HT H7 D9 D8]    ,[CJ DK],Null,0.1,0,0,5,0,2,1,1,1
 [C9 S8 HJ HT H9 H7 DK DJ DT D7]    ,[CA SK],Null,0.15,1,0,3,1,1,1,0,1
 [CA CJ CT C9 C8 S8 H8 H7 D9 D7]    ,[SQ HA],Null,0.4,2,0,2,1,1,1,0,0
 [CJ CT C9 C7 SK SQ ST S8 DT D7]    ,[HA HT],Null,0.2,2,1,4,0,0,3,0,1
 [CK CQ C9 C7 H9 DA DK DT D9 D8]    ,[SQ HJ],Null,0.2,1,1,3,0,1,0,1,1
 [CQ C7 SA SQ S8 S7 HA HQ H9 H7]    ,[CK DQ],Null,0.1,1,1,5,0,1,2,2,0
 [CQ CT C7 SJ S8 HQ H9 H7 DQ D8]    ,[SA ST],Null,0.05,0,0,7,0,2,2,1,2
 [C8 ST S7 HK HQ HJ HT H8 H7 D8]    ,[CQ DK],Null,0.8,1,0,3,2,1,1,0,1
 [C8 SQ SJ S9 S8 S7 H8 H7 D9 D7]    ,[CA DQ],Null,1.0,3,0,1,1,1,0,0,0
 [C9 C8 SA SK S9 S8 HA HQ H8 H7]    ,[DK DJ],Null,0.1,1,1,6,0,1,3,2,0
 [CK C9 C8 ST S9 HT DA DQ D9 D7]    ,[CJ H9],Null,0.15,0,0,7,0,2,2,1,2
 [CT C8 SK SJ ST S8 H7 DQ DT D7]    ,[HQ D8],Null,0.25,2,0,4,0,2,2,0,0
 [CQ C8 C7 SK S7 HK HJ H8 H7 D8]    ,[DK DQ],Null,0.15,1,0,3,1,1,1,0,1
 [CQ C9 C8 ST S8 S7 HA HJ H9 H8]    ,[CJ DQ],Null,0.1,2,1,3,0,1,0,2,0
 [CQ C9 C7 S8 HA HQ HT H9 H8 H7]    ,[SA DQ],Null,0.95,2,1,2,1,1,1,0,0
 [CK CQ CT C7 S8 S7 HT H8 DT D7]    ,[HJ DQ],Null,0.25,1,0,5,0,2,0,2,1
 [CA CK CJ C8 SK ST HQ HT D8 D7]    ,[CQ S8],Null,0.05,1,0,7,0,3,2,2,0
 [CK CQ CT C8 C7 S8 H7 DK DT D9]    ,[H9 D8],Null,0.45,2,0,3,1,0,1,0,2
 [CK C7 SQ S9 S8 S7 HA HQ H8 H7]    ,[CQ DK],Null,0.2,2,1,3,0,1,0,2,0
 [CA CK CJ C9 C7 SQ S9 H9 D9 D8]    ,[HK DA],Null,0.05,1,0,4,0,0,2,1,1
 [CA CK C9 C7 S8 DQ DJ DT D9 D7]    ,[SA H9],Null,0.45,2,1,3,1,2,1,0,0
 [CA CK CJ CT C7 S9 S8 S7 H8 D8]    ,[HK DT],Null,0.5,1,0,3,2,1,0,1,1
 [CK CQ C9 C7 HK HJ HT DT D9 D8]    ,[SA H9],Null,0.05,1,1,5,0,1,0,3,1
 [CJ C8 SA SQ S8 S7 HK H9 H8 H7]    ,[C9 DT],Null,0.5,2,1,4,0,2,2,0,0
 [CQ C9 C8 S8 HK HQ HT H7 D8 D7]    ,[SK DA],Null,0.1,1,0,5,1,2,1,2,0
 [CQ CT C7 SK ST S7 HQ HT H8 D8]    ,[HJ DJ],Null,0.05,0,0,7,1,2,2,2,1
 [CT SK ST S9 S8 S7 DK DQ D9 D7]    ,[CK HJ],Null,0.1,2,1,2,0,1,0,0,1
 [CJ C9 C8 C7 S9 H8 H7 D9 D8 D7]    ,[SK SQ],Null,0.6,3,0,1,0,0,1,0,0
 [C9 C8 C7 ST S8 S7 DQ D9 D8 D7]    ,[HA HJ],Null,1.0,4,1,0,0,0,0,0,0
 [C8 HK HJ H9 H8 DA DK DT D9 D7]    ,[CT S9],Null,0.5,2,1,2,1,1,0,1,0
 [ST S7 HK HQ HT H9 H8 H7 D9 D8]    ,[C9 SA],Null,0.8,2,1,2,0,0,1,0,1
 [ST S7 HA HQ H9 H8 H7 DQ D9 D7]    ,[SA SK],Null,0.55,2,1,2,0,0,1,0,1
 [C9 C8 S9 HQ HJ HT H7 DJ D9 D7]    ,[CA CT],Null,0.15,1,0,3,0,1,1,1,0
 [C9 C7 SA SK SJ ST S9 S8 S7 H8]    ,[DA DQ],Null,1.0,3,1,1,1,0,0,1,0
 [C9 C7 ST S9 S7 H8 DA DK D8 D7]    ,[CK HQ],Null,0.55,2,0,3,1,0,0,1,2
 [C8 SJ ST S8 HK HT H8 DA D9 D7]    ,[CT HQ],Null,0.05,0,0,7,1,1,2,3,1
 [CK C9 C7 ST HA HK HT DT D8 D7]    ,[CT S8],Null,0.05,1,0,5,0,1,1,3,0
 [CK CT C9 C7 SJ ST S9 S7 H8 D7]    ,[HA H9],Null,0.95,3,0,1,1,0,0,1,0
 [C7 SK S9 S7 HT H8 DK DQ DJ D8]    ,[SA HJ],Null,0.1,1,0,6,0,0,1,2,3
 [CA CQ CT C9 C8 HQ H8 H7 DJ D7]    ,[SK ST],Null,0.1,1,1,3,0,1,0,1,1
 [CK CQ C9 C8 S8 HK H9 DK D9 D7]    ,[SA SJ],Null,0.05,0,0,6,1,2,1,2,1
 [CQ CT C7 SK SQ ST S9 HA HQ H7]    ,[CK HJ],Null,0.05,1,1,7,0,2,3,2,0
 [CQ CJ C8 C7 ST S9 HQ HT D8 D7]    ,[CA DA],Null,0.1,2,0,4,0,0,2,2,0
 [CJ C8 SA S9 S8 S7 H9 H7 DK D8]    ,[CT HA],Null,0.15,1,0,5,0,2,1,0,2
 [C9 C8 SA SJ ST S8 S7 H9 DJ D7]    ,[CQ HQ],Null,0.15,1,0,3,0,1,0,1,1
 [C9 C7 ST S7 HK HJ HT H9 H8 H7]    ,[SQ D9],Null,0.75,3,1,1,0,0,1,0,0
 [CA CT C8 C7 SK S9 H7 DT D8 D7]    ,[SQ HA],Null,0.05,2,0,3,0,1,2,0,0
 [CT C9 SA S9 S8 H9 H8 DT D8 D7]    ,[SK HJ],Null,0.05,1,0,5,0,2,2,1,0
 [CK CJ C9 C8 C7 SJ ST H9 H8 H7]    ,[DQ D8],Null,0.2,3,1,2,0,0,2,0,0
 [SQ SJ S7 HA HQ HJ H9 H7 D9 D7]    ,[C9 SK],Null,0.2,3,1,2,0,0,2,0,0
 [CJ C9 C8 C7 ST S8 HK HT H9 H7]    ,[SK DT],Null,0.5,3,1,2,0,0,2,0,0
 [CK CQ C9 C7 S9 HA HQ HT H9 D7]    ,[HJ DK],Null,0.05,1,0,4,0,1,1,2,0
 [CT S8 HT H9 DA DK DQ DJ DT D7]    ,[C9 SK],Null,0.25,0,0,5,1,1,1,2,1
 [C8 C7 SK SJ S9 S8 H7 DA DK D8]    ,[CT HT],Null,0.05,2,0,4,0,0,1,0,3
 [SA SQ S8 HQ HT H9 H7 DK DJ D9]    ,[CT C9],Null,0.05,2,1,6,0,0,3,0,3
 [CQ CT HA HQ H9 H8 DK DJ D8 D7]    ,[C8 ST],Null,0.1,2,1,5,0,2,0,3,0
 [CK CQ C8 C7 S9 S8 S7 HQ HT H7]    ,[DJ DT],Null,0.3,2,1,3,0,1,0,2,0
 [C9 C7 SQ ST HK H8 H7 DK DT D7]    ,[CA S9],Null,0.05,1,0,5,0,0,2,1,2
 [CQ CT C8 S9 H9 H8 DK DJ DT D9]    ,[C7 S8],Null,0.15,1,0,4,0,0,1,1,2
 [CQ CT C8 SA ST S9 HT H8 DT D8]    ,[HA HQ],Null,0.05,0,0,10,0,3,3,2,2
 [CT C8 SQ S8 HQ HJ H8 H7 DT D9]    ,[SJ DA],Null,0.2,1,0,6,0,2,2,0,2
 [CQ CJ CT C9 C7 SQ S8 HK H9 H8]    ,[DA DK],Null,0.05,2,1,4,0,0,2,2,0
 [C7 SA ST S9 S8 HK HJ H9 H7 D9]    ,[CK DQ],Null,0.1,2,0,3,0,0,2,0,1
 [SK S9 S8 S7 H7 DA DJ DT D8 D7]    ,[HQ HT],Null,1.0,4,1,0,0,0,0,0,0
 [CQ CJ C9 C7 S8 HK HT H9 H8 D8]    ,[SQ SJ],Null,0.2,1,0,3,2,0,1,1,1
 [CK CQ C9 C8 ST S9 H8 DA DJ D9]    ,[H7 D8],Null,0.15,1,0,7,1,2,2,0,3
 [SK SQ S8 S7 HJ H8 DQ DJ DT D7]    ,[HA H9],Null,0.35,1,1,4,0,0,1,2,1
 [C8 SA SQ S9 S7 HK HT H9 H7 D9]    ,[C9 D8],Null,0.7,1,0,4,1,1,2,0,1
 [SK S9 S8 HQ HT H8 DQ DJ D9 D8]    ,[CT HA],Null,0.05,1,1,6,0,0,2,3,1
 [C8 C7 HA HK HT H8 H7 DQ D9 D7]    ,[SK ST],Null,0.85,3,1,1,0,0,0,0,1
 [CK CQ CT C7 S8 H9 H8 DT D9 D8]    ,[SK DK],Null,0.2,0,0,5,1,2,1,1,1
 [CJ SK S9 S8 H9 H7 DA DQ D8 D7]    ,[CK DJ],Null,0.05,2,0,3,0,1,2,0,0
 [CT C8 SQ S8 H9 H7 DQ DJ DT D8]    ,[SK HJ],Null,0.05,1,0,6,0,2,2,0,2
 [C8 ST HA HQ HT H8 H7 DT D9 D7]    ,[CK SK],Null,0.3,2,0,2,1,1,1,0,0
 [C8 C7 S7 HQ H8 H7 DA DJ D9 D7]    ,[SJ HJ],Null,1.0,3,0,1,0,0,0,0,1
 [CQ C7 SK S9 S8 HT H7 DK DQ D8]    ,[C9 DJ],Null,0.05,0,0,7,0,1,2,1,3
 [C9 S8 S7 HK HJ H9 H8 DK DQ DT]    ,[CA H7],Null,0.05,2,0,4,0,1,0,0,3
 [CQ C9 SQ SJ S8 S7 HQ H7 DQ D8]    ,[CJ CT],Null,0.05,1,0,5,0,2,0,1,2
 [C7 SA SQ ST S9 S7 HK HT H9 H7]    ,[HJ DK],Null,1.0,4,1,0,0,0,0,0,0
 [CK CT C9 C8 C7 SK SJ S9 S8 D9]    ,[HT DJ],Null,0.2,2,1,2,0,0,1,0,1
 [CQ CJ C9 SQ HK H8 H7 DQ DT D8]    ,[ST DA],Null,0.05,0,0,8,0,3,1,1,3
 [CK CQ C9 C7 ST H9 H8 DK DT D7]    ,[SA HA],Null,0.05,0,0,5,0,1,1,1,2
 [CQ C8 SK SJ S7 H9 H7 D9 D8 D7]    ,[CJ DJ],Null,0.15,2,0,4,0,2,2,0,0
 [CA CQ C9 C7 S9 HK H8 H7 DQ D7]    ,[SQ DJ],Null,0.25,0,0,5,0,2,1,1,1
 [CA CK CT C8 C7 S9 S7 H7 DJ DT]    ,[SA HT],Null,0.2,3,0,2,0,0,0,0,2
 [CA CJ CT C8 C7 H8 DQ DJ D9 D7]    ,[SQ HA],Null,0.95,3,1,1,1,0,0,1,0
 [CQ C9 C8 S9 HJ HT DQ D9 D8 D7]    ,[CJ SA],Null,0.05,1,0,4,0,1,1,2,0
 [CK C8 S9 S8 HT H7 DA DT D8 D7]    ,[CQ CJ],Null,0.15,0,0,5,0,2,1,1,1
 [CQ CT C7 S9 HQ H9 H7 DT D8 D7]    ,[SA S8],Null,0.2,1,0,4,0,2,1,1,0
 [CQ CT C8 HK H9 DK DQ D9 D8 D7]    ,[CA HT],Null,0.05,2,1,5,0,3,0,2,0
 [C9 C8 C7 S8 HQ H9 H8 H7 DQ D9]    ,[SA SQ],Null,0.15,2,0,3,1,0,1,0,2
 [CA CK CQ C9 C8 SQ S9 S7 DT D8]    ,[HK DA],Null,0.1,1,1,5,0,2,1,0,2
 [CK CQ CT C9 C8 H8 DA DK D8 D7]    ,[SQ H7],Null,0.25,2,1,3,1,1,0,0,2
 [CQ C8 C7 SJ S9 HK HT DK D9 D7]    ,[S8 HQ],Null,0.05,0,0,6,0,1,2,2,1
 [CT C9 C7 S8 HK HQ HT H9 H7 D8]    ,[CK SQ],Null,1.0,2,0,2,2,0,1,0,1
 [CQ C8 ST S7 HK HT H7 DA DQ D7]    ,[CA H8],Null,0.05,0,0,6,0,2,1,1,2
 [CK CJ CT S8 S7 HQ DK DQ DJ D8]    ,[CQ SQ],Null,0.05,1,0,7,0,3,0,1,3
 [CQ C8 SQ ST S8 S7 HK H8 DK DJ]    ,[CT H9],Null,0.05,1,0,6,0,2,0,2,2
 [CA CQ C9 C8 C7 S8 H9 H7 D9 D7]    ,[CJ SK],Null,1.0,3,0,1,1,0,1,0,0
 [C9 C7 ST S9 S7 H8 DK DQ D9 D7]    ,[CK HK],Null,0.9,2,0,2,1,0,0,1,1
 [SA SQ SJ ST S7 H8 DQ DT D9 D7]    ,[CK HQ],Null,0.75,2,1,2,1,0,1,1,0
 [CA CK C8 S9 S7 HJ H8 DQ D9 D7]    ,[SA HQ],Null,0.05,1,0,6,0,3,0,2,1
 [C8 C7 HK HJ HT H8 H7 DA D8 D7]    ,[ST DK],Null,0.55,3,1,1,0,0,0,0,1
 [CT C9 C7 SQ SJ S8 S7 HJ H9 H7]    ,[DQ D9],Null,1.0,4,1,0,0,0,0,0,0
 [C7 S8 S7 HJ HT H9 H8 H7 DT D7]    ,[CA DA],Null,0.75,3,0,1,0,0,0,0,1
 [CT SJ S9 S8 S7 H8 H7 DJ D8 D7]    ,[CK HK],Null,0.3,3,0,1,0,1,0,0,0
 [CK C9 C8 HT H9 H8 DK DQ D9 D8]    ,[CA S8],Null,0.1,1,1,5,0,2,0,1,2
 [CT C9 C8 SJ S9 S7 DA DK DJ D7]    ,[HQ H9],Null,0.1,2,1,4,0,1,0,0,3
 [CJ C9 C8 SQ S9 S7 HJ DQ DJ D7]    ,[HQ H9],Null,0.05,0,0,5,0,1,1,1,2
 [CJ C9 C7 SJ ST S7 H8 DK D8 D7]    ,[HK HT],Null,0.2,1,0,3,1,0,1,1,1
 [CT C8 C7 SJ S8 S7 DQ DJ DT D7]    ,[HQ HT],Null,0.35,3,1,1,0,0,0,0,1
 [C9 SQ ST S7 HJ HT H9 H7 DK DT]    ,[CT C8],Null,0.05,1,0,5,0,1,2,0,2
 [C9 SK SQ S9 HT DA DT D9 D8 D7]    ,[CQ C8],Null,0.05,1,0,5,0,1,3,1,0
 [C8 HQ H9 H8 H7 DA DK DQ D8 D7]    ,[CK CQ],Null,0.75,2,1,2,1,1,0,0,1
 [CQ C8 S8 S7 H9 H7 DQ DJ DT D8]    ,[SA HJ],Null,0.05,2,0,4,0,2,0,0,2
 [CA CK CQ SJ S9 S7 HT H9 DQ D7]    ,[H8 H7],Null,0.05,2,0,4,0,3,0,0,1
 [SA SQ S9 HQ HJ H8 H7 DK D8 D7]    ,[C7 SJ],Null,0.05,2,1,4,0,0,3,0,1
 [C7 SQ ST S9 S8 S7 HQ H8 H7 D9]    ,[CA CQ],Null,0.4,2,0,2,0,0,0,1,1
 [SA SQ S9 S8 H9 H7 DK DJ D9 D7]    ,[C9 HK],Null,0.2,3,1,3,0,0,3,0,0
 [CA CQ C7 SQ ST H7 DK DQ DJ D9]    ,[CT C9],Null,0.05,1,0,7,0,2,2,0,3
 [C8 C7 SJ S7 HA HK HT H7 DT D9]    ,[SA DQ],Null,0.05,1,0,6,0,0,1,3,2
 [CQ C9 SA SK SQ S9 S8 DQ D8 D7]    ,[HA H9],Null,0.1,1,1,5,0,2,2,0,1
 [C9 C8 SA SQ SJ ST S8 HT DQ D8]    ,[H9 H8],Null,0.1,0,0,6,0,1,2,1,2
 [S9 S8 HA HQ HJ HT H9 H7 D9 D8]    ,[C9 DT],Null,0.65,2,1,2,0,0,1,0,1
 [CT C9 SK S8 HQ HJ H8 DA D9 D8]    ,[DK DQ],Null,0.05,0,0,9,0,2,2,3,2
 [C9 SJ ST S8 S7 HK HT H9 H8 D9]    ,[CT DQ],Null,0.1,1,0,3,0,1,0,1,1
 [C9 C7 HT H8 H7 DA DK DT D9 D7]    ,[SJ DJ],Null,1.0,4,1,0,0,0,0,0,0
 [CK C8 C7 SQ S8 S7 HQ HJ HT D9]    ,[CQ DA],Null,0.05,0,0,6,0,1,1,3,1
 [CQ C8 C7 SK ST S9 S7 HK HT H7]    ,[SA HA],Null,0.3,2,1,3,0,1,0,2,0
 [CK C8 C7 S8 HQ HT H9 H8 D9 D8]    ,[CQ SJ],Null,0.25,0,0,4,1,1,1,1,1
 [CK CQ C9 C8 C7 SJ ST S8 DT D8]    ,[SK H9],Null,0.25,2,1,4,0,0,2,0,2
 [C8 S7 HK HT H9 H7 DK D9 D8 D7]    ,[CT SK],Null,1.0,3,0,1,1,1,0,0,0
 [C7 SA SK SJ ST S8 S7 H8 DJ D9]    ,[CQ DK],Null,0.15,2,0,3,1,0,0,1,2
 [CK CT C7 SA SJ ST S8 H8 H7 D8]    ,[SK DQ],Null,0.05,1,0,5,1,2,2,0,1
 [CQ C9 C8 SA SK SQ S9 HA HQ H9]    ,[DQ D8],Null,0.05,1,1,9,0,2,4,3,0
 [CK C9 C7 SJ S7 HK HJ H8 DK D8]    ,[CQ SK],Null,0.05,0,0,7,0,1,1,3,2
 [CT C8 C7 SQ ST HK H8 H7 D9 D8]    ,[SJ DJ],Null,0.05,1,0,4,0,0,2,1,1
 [C9 C8 SA SQ SJ S9 S7 HQ H8 DT]    ,[CA DJ],Null,0.05,1,0,4,0,1,0,2,1
 [CK C9 C7 S7 DA DQ DT D9 D8 D7]    ,[SQ HA],Null,0.6,3,1,1,0,1,0,0,0
 [CQ CJ C9 C7 SK S8 HJ HT H9 H7]    ,[DK DQ],Null,0.1,3,1,2,0,0,2,0,0
 [CA CQ C9 C7 ST S7 H8 H7 D8 D7]    ,[SA SJ],Null,0.65,2,0,3,0,2,1,0,0
 [CK CJ C9 C8 SK S9 S7 DT D8 D7]    ,[SA HA],Null,0.25,2,1,2,0,1,1,0,0
 [CJ CT SK S8 HQ H8 H7 DJ D8 D7]    ,[CK DT],Null,0.1,1,0,5,0,2,2,1,0
 [SJ ST S9 S8 H9 H7 DK DQ D8 D7]    ,[CK CJ],Null,0.25,2,1,2,0,0,1,0,1
 [S9 HA HK H9 H8 H7 DA DK DJ D8]    ,[ST S7],Null,0.1,2,1,5,0,0,1,0,4
 [C7 S8 HT H8 H7 DA DK DJ D9 D7]    ,[SA SJ],Null,0.95,3,0,1,1,0,1,0,0
 [CT C9 C8 C7 S8 S7 H8 DK D9 D8]    ,[HA DQ],Null,0.25,2,0,3,1,0,0,1,2
 [CQ CJ C9 C8 C7 SK SQ S9 S8 H7]    ,[HA HQ],Null,0.15,3,1,2,0,0,2,0,0
 [CA CT C9 C7 HK H7 DK DJ D8 D7]    ,[HQ HJ],Null,0.35,2,1,2,0,1,0,1,0
 [CQ CT C9 C7 HJ H8 H7 DK D8 D7]    ,[SA ST],Null,0.25,3,1,1,0,0,0,0,1
 [C7 S8 HQ H7 DA DK DQ D9 D8 D7]    ,[CA SK],Null,0.3,2,0,2,1,0,1,1,0
 [CJ C9 C8 C7 H9 H8 DT D9 D8 D7]    ,[SK HQ],Null,0.4,3,1,1,0,0,0,1,0
 [CQ C8 SQ S9 HA H9 H7 DK D8 D7]    ,[S8 H8],Null,0.15,0,0,6,0,2,2,1,1
 [CQ C9 C8 C7 SQ S7 HQ HT DJ D7]    ,[SK HA],Null,0.05,1,0,4,0,0,1,2,1
 [CA CT C8 C7 S8 HT H9 H7 DJ D8]    ,[SQ DT],Null,0.35,1,0,4,1,1,1,0,2
 [SA SQ SJ S8 S7 HT H9 H8 H7 D7]    ,[CQ DA],Null,1.0,4,1,0,0,0,0,0,0
 [C8 SK SQ S9 S8 H9 H8 DK D9 D7]    ,[CK SJ],Null,0.1,0,0,4,1,1,1,1,1
 [C9 C7 SA SQ SJ S9 S8 H8 H7 D8]    ,[CA DK],Null,0.2,2,0,2,1,0,1,0,1
 [CQ CT C9 C7 S9 HJ H8 H7 DT D7]    ,[SK DK],Null,0.35,2,0,2,0,0,1,0,1
 [C9 ST S7 HA HJ H9 DK DQ DT D7]    ,[CK HK],Null,0.05,0,0,7,0,1,1,3,2
 [CA CT C8 C7 ST S8 HT H9 D9 D7]    ,[SK H8],Null,0.3,1,0,4,0,1,2,1,0
 [CK CJ CT C9 C8 S9 HT H8 D9 D8]    ,[SJ DK],Null,0.25,0,0,5,0,1,1,2,1
 [C9 C7 SJ HQ H8 H7 DJ DT D9 D7]    ,[CA SQ],Null,0.05,2,0,2,0,0,1,1,0
 [C8 SA ST S8 S7 HA HT H8 H7 D8]    ,[C9 DA],Null,0.9,0,0,4,2,1,1,1,1
 [CK CQ C9 C7 HK HT H9 DK DQ DT]    ,[CA SQ],Null,0.05,1,1,7,0,1,0,3,3
 [SQ ST S9 S8 HQ HJ H8 DQ D9 D8]    ,[CA CQ],Null,0.05,1,1,6,0,0,1,3,2
 [C8 S8 HA HQ HT H7 DA DK D9 D7]    ,[CA CK],Null,0.25,0,0,7,2,1,1,3,2
 [CT C8 C7 SQ S9 H8 DQ DJ DT D7]    ,[C9 HQ],Null,0.2,1,0,4,1,0,2,1,1
 [CT C8 SK S9 S8 S7 HT H7 DT D8]    ,[HQ DQ],Null,0.35,1,0,5,0,2,0,1,2
 [C9 C8 S8 S7 HK HJ HT H8 H7 D8]    ,[DJ DT],Null,0.85,2,0,2,1,1,0,0,1
 [S8 S7 HQ H9 H7 DA DQ DJ D9 D7]    ,[CQ SQ],Null,0.85,3,1,1,0,0,0,1,0
 [C7 SK SQ S8 S7 HT DA DT D9 D7]    ,[CQ H9],Null,0.35,1,0,3,0,0,1,1,1
 [CJ C9 ST S8 HA H9 H7 DQ D9 D8]    ,[SQ HK],Null,0.1,0,0,7,0,2,2,1,2
 [S9 S8 S7 HK HQ HJ HT H8 DQ D9]    ,[C9 DJ],Null,0.05,2,1,4,0,0,0,2,2
 [CA CJ C8 SK S8 S7 H8 DT D8 D7]    ,[CK HA],Null,0.05,1,0,5,1,3,1,1,0
 [SQ S8 S7 HQ H9 H7 DK DQ DJ D7]    ,[CQ HJ],Null,0.15,2,1,3,0,0,1,0,2
 [C8 SA SK ST S8 S7 H9 DJ DT D9]    ,[CK CQ],Null,0.05,1,0,4,1,1,0,1,2
 [CQ C8 C7 S7 DA DK DQ DJ DT D8]    ,[S9 HQ],Null,0.6,2,1,3,0,1,0,0,2
 [CA CJ CT C9 C7 ST S9 S8 S7 D8]    ,[HA H9],Null,1.0,3,1,1,1,0,0,0,1
 [C9 SA SQ ST S9 S7 DQ DJ D8 D7]    ,[CQ HA],Null,0.6,3,1,1,0,1,0,0,0
 [C8 SJ S8 S7 H8 DA DK DJ D9 D8]    ,[SK HK],Null,0.25,1,0,3,2,1,0,1,1
 [SJ S9 HK HQ H9 H7 DA DQ D9 D8]    ,[CK S8],Null,0.15,1,1,6,0,0,2,1,3
 [CT C8 SA SK S9 S7 DK DQ DT D8]    ,[CA HK],Null,0.1,1,1,7,0,2,2,0,3
 [CT C8 SA SK SQ ST S9 S7 DT D9]    ,[H9 DQ],Null,0.25,2,1,4,0,2,0,0,2
 [S7 HK H9 H8 H7 DK DT D9 D8 D7]    ,[CA HJ],Null,1.0,4,1,0,0,0,0,0,0
 [CQ C9 SK S9 S7 H8 H7 DK DT D8]    ,[CJ SQ],Null,0.1,1,0,6,0,2,1,0,3
 [CK C9 C8 C7 SA ST S9 S7 HT D7]    ,[HQ H9],Null,0.45,2,0,2,0,0,1,1,0
 [CA CQ CT C8 C7 S8 HA HQ H8 H7]    ,[SA D9],Null,0.65,2,1,3,1,0,1,2,0
