Cards,JacksMask,TrumpCount,Aces,Tens,AttachedTens,BlankTens,MaxSuitLen,TenKingSmall,SkatFulls,SkatCards,SkatPoints,WinProb,PlayedCards,DiscardedCards,PostJacksMask,PostTrumpCount,PostAces,PostTens,PostAttachedTens,PostTenKingSmall,PostSkatFulls
[CJ HJ CT CK CQ C8 S8 H7 DA D9],CH,6,1,0,0,0,4,0,0,[SJ D8],2,0.1500,[CJ HJ CT CK CQ C8 S8 H7 DA D9],,-,-,-,-,-,-,-
[CJ SJ HJ DJ SA SQ HK HQ H7 D7],CSHD,4,1,0,0,0,3,0,0,[CT C8],10,0.0000,[CJ SJ HJ DJ SA SQ HK HQ H7 D7],,-,-,-,-,-,-,-
[CJ SJ CA SQ S8 HA H8 H7 DA D7],CS,3,2,0,0,0,3,0,0,[HQ DK],7,0.0000,[CJ SJ CA SQ S8 HA H8 H7 DA D7],,-,-,-,-,-,-,-
[CJ HJ DJ CA CT C8 SA SQ HT HK],CHD,6,1,1,0,0,3,0,0,[C7 DK],4,0.9500,[CJ HJ DJ CA CT C8 SA SQ HT HK],,-,-,-,-,-,-,-
[HJ CT CQ C7 ST HA HQ DQ D8 D7],H,4,1,1,0,1,3,0,0,[S8 H8],0,0.0000,[HJ CT CQ C7 ST HA HQ DQ D8 D7],,-,-,-,-,-,-,-
[SJ HJ C8 SA ST SQ S7 H9 DA D8],SH,3,2,1,1,0,4,0,0,[CJ CK],6,0.0000,[SJ HJ C8 SA ST SQ S7 H9 DA D8],,-,-,-,-,-,-,-
[CJ SJ DJ C8 SK S8 HK HQ H9 D8],CSD,4,0,0,0,0,3,0,0,[CA H7],11,0.0000,[CJ SJ DJ C8 SK S8 HK HQ H9 D8],,-,-,-,-,-,-,-
[CJ SJ CT SA ST S7 HT HK H8 D7],CS,3,1,2,1,0,3,1,0,[C7 D9],0,0.0000,[CJ SJ CT SA ST S7 HT HK H8 D7],,-,-,-,-,-,-,-
[DJ CA CQ S8 HT HK H8 H7 DT DK],D,3,0,2,0,0,4,1,0,[SJ SA],13,0.0000,[DJ CA CQ S8 HT HK H8 H7 DT DK],,-,-,-,-,-,-,-
[CJ SJ CA CT CQ C8 SK S9 S7 H9],CS,6,0,0,0,0,4,0,0,[HJ SA],13,0.4500,[CJ SJ CA CT CQ C8 SK S9 S7 H9],,-,-,-,-,-,-,-
[HJ DJ CQ C9 SA S9 S8 HK H7 D9],HD,4,1,0,0,0,3,0,0,[SQ H9],3,0.0000,[HJ DJ CQ C9 SA S9 S8 HK H7 D9],,-,-,-,-,-,-,-
[CJ HJ CK SK S9 S7 H7 DT DQ D8],CH,3,0,1,0,0,3,0,0,[SJ C7],2,0.0000,[CJ HJ CK SK S9 S7 H7 DT DQ D8],,-,-,-,-,-,-,-
[CA CT CK C9 C7 SA S8 DT DQ D7],-,5,1,1,0,0,5,0,0,[CJ D9],2,0.0000,[CA CT CK C9 C7 SA S8 DT DQ D7],,-,-,-,-,-,-,-
[SJ HJ CA SA SQ S9 S8 S7 DT D8],SH,3,1,1,0,0,5,0,0,[DJ H9],2,0.0000,[SJ HJ CA SA SQ S9 S8 S7 DT D8],,-,-,-,-,-,-,-
[HJ CT C9 S9 HA HT H8 H7 DT D7],H,3,1,2,1,0,4,0,0,[C8 SK],4,0.0000,[HJ CT C9 S9 HA HT H8 H7 DT D7],,-,-,-,-,-,-,-
[CT CQ C8 SA ST SK S8 H9 D9 D8],-,3,1,1,1,0,4,1,0,[DT DQ],13,0.0000,[CT CQ C8 SA ST SK S8 H9 D9 D8],,-,-,-,-,-,-,-
[CJ SJ CA CT S9 S8 HK H8 DK D8],CS,4,0,0,0,0,2,0,0,[SK H9],4,0.0000,[CJ SJ CA CT S9 S8 HK H8 DK D8],,-,-,-,-,-,-,-
[CJ SJ CA CK SQ HA H7 DQ D9 D8],CS,4,1,0,0,0,3,0,0,[C7 H9],0,0.0000,[CJ SJ CA CK SQ HA H7 DQ D9 D8],,-,-,-,-,-,-,-
[CJ HJ DJ CA CT CQ SQ S7 HK D7],CHD,6,0,0,0,0,3,0,0,[SK S9],4,0.0000,[CJ HJ DJ CA CT CQ SQ S7 HK D7],,-,-,-,-,-,-,-
[CJ SJ DJ C7 SA SQ S8 HT H9 D8],CSD,4,1,1,0,0,3,0,0,[CA HQ],14,0.0000,[CJ SJ DJ C7 SA SQ S8 HT H9 D8],,-,-,-,-,-,-,-
[DJ C8 ST SQ S9 S8 HQ H8 D9 D8],D,2,0,1,0,0,4,0,0,[CQ HA],14,0.0000,[DJ C8 ST SQ S9 S8 HQ H8 D9 D8],,-,-,-,-,-,-,-
[CK CQ C9 C8 SK SQ S7 HK H9 DK],-,4,0,0,0,0,4,0,0,[DA D9],11,0.0000,[CK CQ C9 C8 SK SQ S7 HK H9 DK],,-,-,-,-,-,-,-
[CJ CK SA ST HA HK HQ H9 H8 DK],C,2,2,1,1,0,5,0,0,[SK D8],4,0.0000,[CJ CK SA ST HA HK HQ H9 H8 DK],,-,-,-,-,-,-,-
[HJ CA CK SK S9 HK H9 DK DQ D7],H,3,0,0,0,0,3,0,0,[CJ DT],12,0.0000,[HJ CA CK SK S9 HK H9 DK DQ D7],,-,-,-,-,-,-,-
[DJ C7 SA SK S9 S8 HA H8 DA D9],D,2,3,0,0,0,4,0,0,[CJ D7],2,0.0000,[DJ C7 SA SK S9 S8 HA H8 DA D9],,-,-,-,-,-,-,-
[DJ CK C9 C8 C7 ST S7 H8 D9 D7],D,5,0,1,0,0,4,0,0,[SJ HK],6,0.0000,[DJ CK C9 C8 C7 ST S7 H8 D9 D7],,-,-,-,-,-,-,-
[SJ CK CQ SA SK HQ H9 H8 DK D8],S,3,1,0,0,0,3,0,0,[ST DT],20,0.0000,[SJ CK CQ SA SK HQ H9 H8 DK D8],,-,-,-,-,-,-,-
[DJ C8 SA SQ HQ DK DQ D9 D8 D7],D,2,1,0,0,0,5,0,0,[CK SK],8,0.0000,[DJ C8 SA SQ HQ DK DQ D9 D8 D7],,-,-,-,-,-,-,-
[CT C8 SK HA HT H8 H7 DA DQ D7],-,2,2,1,1,0,4,0,0,[HJ D9],2,0.0000,[CT C8 SK HA HT H8 H7 DA DQ D7],,-,-,-,-,-,-,-
[CT CK CQ C7 SK HA H8 DQ D9 D8],-,4,1,0,0,0,4,0,0,[C8 HQ],3,0.0000,[CT CK CQ C7 SK HA H8 DQ D9 D8],,-,-,-,-,-,-,-
[SJ C8 C7 SA SK S8 H8 DQ D8 D7],S,3,1,0,0,0,3,0,0,[HJ DA],13,0.0000,[SJ C8 C7 SA SK S8 H8 DQ D8 D7],,-,-,-,-,-,-,-
[DJ CQ SA ST SQ S8 S7 H8 DT DK],D,2,1,2,1,0,5,0,0,[C9 DQ],3,0.0000,[DJ CQ SA ST SQ S8 S7 H8 DT DK],,-,-,-,-,-,-,-
[SJ CT CQ C7 SA SK HT HQ DA D9],S,4,2,1,0,0,3,0,0,[HJ D8],2,0.0000,[SJ CT CQ C7 SA SK HT HQ DA D9],,-,-,-,-,-,-,-
[SJ C8 C7 SK S9 HA HT H7 DT D7],S,3,1,2,1,0,3,0,0,[CA D8],11,0.0000,[SJ C8 C7 SK S9 HA HT H7 DT D7],,-,-,-,-,-,-,-
[CA C9 C8 SA S9 S8 S7 HA HQ H7],-,3,2,0,0,0,4,0,0,[HJ H9],2,0.0000,[CA C9 C8 SA S9 S8 S7 HA HQ H7],,-,-,-,-,-,-,-
[SJ HJ C8 S8 HA HT HK H7 DT D9],SH,3,1,2,1,0,4,1,0,[ST HQ],13,0.0000,[SJ HJ C8 S8 HA HT HK H7 DT D9],,-,-,-,-,-,-,-
[CJ CK C8 SQ S8 H7 DT DK D8 D7],C,3,0,1,0,0,4,1,0,[HQ H8],3,0.0000,[CJ CK C8 SQ S8 H7 DT DK D8 D7],,-,-,-,-,-,-,-
[CJ HJ C7 SA HA HK HQ H8 DT D9],CH,3,2,1,0,0,4,0,0,[ST H7],10,0.0500,[CJ HJ C7 SA HA HK HQ H8 DT D9],,-,-,-,-,-,-,-
[CJ DJ CT C9 ST SK HK H8 D9 D8],CD,4,0,1,0,0,2,0,0,[C7 SQ],3,0.0000,[CJ DJ CT C9 ST SK HK H8 D9 D8],,-,-,-,-,-,-,-
[SJ CA CT CQ S8 H9 H7 DA D8 D7],S,4,1,0,0,0,3,0,0,[ST D9],10,0.0000,[SJ CA CT CQ S8 H9 H7 DA D8 D7],,-,-,-,-,-,-,-
[CK C8 C7 SA ST SK S8 HA H9 D7],-,3,2,1,1,0,4,1,0,[CA DQ],14,0.0000,[CK C8 C7 SA ST SK S8 HA H9 D7],,-,-,-,-,-,-,-
[HJ CT SK S9 S8 H9 H7 DA DQ D8],H,2,1,0,0,0,3,0,0,[HK DK],8,0.0000,[HJ CT SK S9 S8 H9 H7 DA DQ D8],,-,-,-,-,-,-,-
[DJ CA CT C7 ST S7 HA HK HQ DQ],D,4,1,1,0,0,3,0,0,[SA S8],11,0.0000,[DJ CA CT C7 ST S7 HA HK HQ DQ],,-,-,-,-,-,-,-
[CJ CA CK CQ SA S9 HK H9 DK D9],C,4,1,0,0,0,3,0,0,[CT SQ],13,0.0000,[CJ CA CK CQ SA S9 HK H9 DK D9],,-,-,-,-,-,-,-
[CJ CA ST SK HT HK H7 DQ D8 D7],C,2,0,2,0,0,3,1,0,[C9 H8],0,0.0000,[CJ CA ST SK HT HK H7 DQ D8 D7],,-,-,-,-,-,-,-
[HJ DJ CT ST SK SQ HA HQ DA D8],HD,3,2,1,0,0,3,0,0,[CA HT],21,0.0000,[HJ DJ CT ST SK SQ HA HQ DA D8],,-,-,-,-,-,-,-
[SJ HJ CT S9 S8 HT H8 DT D9 D8],SH,3,0,2,0,0,3,0,0,[CA HQ],14,0.0000,[SJ HJ CT S9 S8 HT H8 DT D9 D8],,-,-,-,-,-,-,-
[DJ CT CQ S8 HA HT HK DA DT DQ],D,3,2,2,2,0,3,0,0,[CK SK],8,0.0000,[DJ CT CQ S8 HA HT HK DA DT DQ],,-,-,-,-,-,-,-
[SJ DJ CA CK C7 SA ST HK HQ DK],SD,5,1,1,1,0,3,0,0,[CQ S9],3,0.0000,[SJ DJ CA CK C7 SA ST HK HQ DK],,-,-,-,-,-,-,-
[CJ SJ DJ CA C7 HK HQ H8 DT D9],CSD,5,0,1,0,0,3,0,0,[SQ HT],13,0.0500,[CJ SJ DJ CA C7 HK HQ H8 DT D9],,-,-,-,-,-,-,-
[DJ CK SK SQ HA HT H9 H7 DA D8],D,2,2,1,1,0,4,0,0,[SA DQ],14,0.0000,[DJ CK SK SQ HA HT H9 H7 DA D8],,-,-,-,-,-,-,-
[SJ HJ CQ C8 S8 S7 H9 H7 DK D8],SH,4,0,0,0,0,2,0,0,[C7 ST],10,0.0000,[SJ HJ CQ C8 S8 S7 H9 H7 DK D8],,-,-,-,-,-,-,-
[CJ SJ C9 C8 SK S9 S8 HK DA D8],CS,4,1,0,0,0,3,0,0,[CQ SQ],6,0.0000,[CJ SJ C9 C8 SK S9 S8 HK DA D8],,-,-,-,-,-,-,-
[CT C8 SA ST HA DA DQ D9 D8 D7],-,2,3,1,1,0,5,0,0,[DJ HQ],5,0.0500,[CT C8 SA ST HA DA DQ D9 D8 D7],,-,-,-,-,-,-,-
[HJ CT CK C9 C7 SK S9 S8 S7 HQ],H,5,0,0,0,0,4,0,0,[CA DK],15,0.0000,[HJ CT CK C9 C7 SK S9 S8 S7 HQ],,-,-,-,-,-,-,-
[CA CK CQ C9 C8 S9 S8 HK H9 DT],-,5,0,1,0,1,5,0,0,[HJ HQ],5,0.0000,[CA CK CQ C9 C8 S9 S8 HK H9 DT],,-,-,-,-,-,-,-
[DJ CA CQ SK S9 HT H9 H7 DQ D7],D,3,0,1,0,0,3,0,0,[SQ DT],13,0.0000,[DJ CA CQ SK S9 HT H9 H7 DQ D7],,-,-,-,-,-,-,-
[SJ DJ CA CT C7 ST S7 H7 DT DQ],SD,5,0,2,0,0,3,0,0,[HT D9],10,0.0000,[SJ DJ CA CT C7 ST S7 H7 DT DQ],,-,-,-,-,-,-,-
[CJ HJ CK C9 SQ S9 HA DA DT DQ],CH,4,2,1,1,0,3,0,0,[C7 H8],0,0.0000,[CJ HJ CK C9 SQ S9 HA DA DT DQ],,-,-,-,-,-,-,-
[HJ CQ C9 C8 SQ S7 HA HT H9 D7],H,4,1,1,1,0,3,0,0,[SK HQ],7,0.0000,[HJ CQ C9 C8 SQ S7 HA HT H9 D7],,-,-,-,-,-,-,-
[CT CK C8 SA SQ HK HQ DT D9 D7],-,3,1,1,0,0,3,0,0,[ST D8],10,0.0000,[CT CK C8 SA SQ HK HQ DT D9 D7],,-,-,-,-,-,-,-
[SJ DJ SK S8 HK HQ H8 H7 DT D7],SD,2,0,1,0,0,4,0,0,[HA HT],21,0.0000,[SJ DJ SK S8 HK HQ H8 H7 DT D7],,-,-,-,-,-,-,-
[CJ SJ HJ CT SK S7 HA HT DT DK],CSH,4,1,2,1,0,2,0,0,[S9 S8],0,0.2500,[CJ SJ HJ CT SK S7 HA HT DT DK],,-,-,-,-,-,-,-
[SK SQ S9 S8 S7 HA H9 DT DQ D8],-,0,1,1,0,0,5,0,0,[CA HQ],14,0.0000,[SK SQ S9 S8 S7 HA H9 DT DQ D8],,-,-,-,-,-,-,-
[CJ DJ CA C9 C7 HQ H9 H8 H7 D9],CD,5,0,0,0,0,4,0,0,[SJ S9],2,0.0000,[CJ DJ CA C9 C7 HQ H9 H8 H7 D9],,-,-,-,-,-,-,-
[HJ CT SA S9 HK H9 H7 DT DK D9],H,2,1,1,0,0,3,1,0,[ST S7],10,0.0000,[HJ CT SA S9 HK H9 H7 DT DK D9],,-,-,-,-,-,-,-
[SJ CT C9 SA SK HK HQ DK DQ D7],S,3,1,0,0,0,3,0,0,[S7 D8],0,0.0000,[SJ CT C9 SA SK HK HQ DK DQ D7],,-,-,-,-,-,-,-
[CJ SJ CK C9 C8 ST S7 HK H8 D9],CS,5,0,1,0,0,3,0,0,[H9 D8],0,0.0000,[CJ SJ CK C9 C8 ST S7 HK H8 D9],,-,-,-,-,-,-,-
[C9 ST SK S8 S7 H9 DT DK D9 D7],-,1,0,2,0,0,4,2,0,[SA HQ],14,0.0000,[C9 ST SK S8 S7 H9 DT DK D9 D7],,-,-,-,-,-,-,-
[SJ DJ CT SK SQ S9 S7 HA HQ DA],SD,3,2,0,0,0,4,0,0,[C9 D9],0,0.0000,[SJ DJ CT SK SQ S9 S7 HA HQ DA],,-,-,-,-,-,-,-
[DJ CA CQ C8 SA S7 HK H7 DA D7],D,4,2,0,0,0,3,0,0,[C9 H9],0,0.0000,[DJ CA CQ C8 SA S7 HK H7 DA D7],,-,-,-,-,-,-,-
[CJ CT CK SA S9 HT H9 DT DK D7],C,3,1,2,0,0,3,1,0,[S8 S7],0,0.0000,[CJ CT CK SA S9 HT H9 DT DK D7],,-,-,-,-,-,-,-
[CA CT CK C7 SA ST SK HA HK HQ],-,4,2,1,1,0,4,0,0,[C8 S9],0,0.1500,[CA CT CK C7 SA ST SK HA HK HQ],,-,-,-,-,-,-,-
[CJ CT C7 SK HT H9 DA DT DQ D8],C,3,1,2,1,0,4,0,0,[ST DK],14,0.0000,[CJ CT C7 SK HT H9 DA DT DQ D8],,-,-,-,-,-,-,-
[C7 SA ST SQ HT H9 H8 DT DK DQ],-,1,1,3,1,0,3,0,0,[C8 S9],0,0.0000,[C7 SA ST SQ HT H9 H8 DT DK DQ],,-,-,-,-,-,-,-
[CJ SJ C9 ST SK S7 HK H9 DT D8],CS,3,0,2,0,0,3,1,0,[CT S8],10,0.0000,[CJ SJ C9 ST SK S7 HK H9 DT D8],,-,-,-,-,-,-,-
[CJ CT C8 SQ S7 HA HT H9 H7 D9],C,3,1,1,1,0,4,0,0,[DJ D8],2,0.0000,[CJ CT C8 SQ S7 HA HT H9 H7 D9],,-,-,-,-,-,-,-
[CJ HJ CT SA SK SQ S7 HK DT D9],CH,3,1,1,0,0,4,0,0,[C7 H9],0,0.0000,[CJ HJ CT SA SK SQ S7 HK DT D9],,-,-,-,-,-,-,-
[C8 C7 SA ST SK S9 HT HK H9 DQ],-,2,1,2,1,0,4,2,0,[C9 D8],0,0.0000,[C8 C7 SA ST SK S9 HT HK H9 DQ],,-,-,-,-,-,-,-
[CA CK CQ SQ S9 S8 HT H9 DK DQ],-,3,0,1,0,0,3,0,0,[HJ HK],6,0.0000,[CA CK CQ SQ S9 S8 HT H9 DK DQ],,-,-,-,-,-,-,-
[SJ CA C9 C7 HA H8 H7 DK DQ D7],S,4,1,0,0,0,3,0,0,[CQ HQ],6,0.0000,[SJ CA C9 C7 HA H8 H7 DK DQ D7],,-,-,-,-,-,-,-
[CJ CK C8 SA SK HA HT H8 DK D9],C,3,2,1,1,0,3,0,0,[S9 H7],0,0.0000,[CJ CK C8 SA SK HA HT H8 DK D9],,-,-,-,-,-,-,-
[SJ C7 SQ S9 S7 HA HK DA DK DQ],S,2,2,0,0,0,3,0,0,[CK D8],4,0.0000,[SJ C7 SQ S9 S7 HA HK DA DK DQ],,-,-,-,-,-,-,-
[CK C9 C7 S7 H9 H7 DA DK DQ D9],-,3,1,0,0,0,4,0,0,[SA SQ],14,0.0000,[CK C9 C7 S7 H9 H7 DA DK DQ D9],,-,-,-,-,-,-,-
[CK CQ C9 C7 SK S7 HQ H8 DK D7],-,4,0,0,0,0,4,0,0,[DJ C8],2,0.0000,[CK CQ C9 C7 SK S7 HQ H8 DK D7],,-,-,-,-,-,-,-
[CJ CA CK C9 SK HK H9 H8 DK DQ],C,4,0,0,0,0,3,0,0,[ST S9],10,0.0000,[CJ CA CK C9 SK HK H9 H8 DK DQ],,-,-,-,-,-,-,-
[SJ CT CQ C9 C7 SQ H8 DA D8 D7],S,5,1,0,0,0,4,0,0,[CJ HJ],4,0.0000,[SJ CT CQ C9 C7 SQ H8 DA D8 D7],,-,-,-,-,-,-,-
[CK SA ST S9 S8 HT HQ H7 DT DQ],-,1,1,3,1,0,4,0,0,[C8 SQ],3,0.0000,[CK SA ST S9 S8 HT HQ H7 DT DQ],,-,-,-,-,-,-,-
[CJ HJ DJ CT HT HQ H9 H8 DT D8],CHD,4,0,2,0,0,4,0,0,[SJ ST],12,0.0500,[CJ HJ DJ CT HT HQ H9 H8 DT D8],,-,-,-,-,-,-,-
[SJ CA CT CQ C9 SA HA DT D9 D7],S,5,2,1,0,0,4,0,0,[C7 SQ],3,0.6500,[SJ CA CT CQ C9 SA HA DT D9 D7],,-,-,-,-,-,-,-
[SJ ST SQ S9 S7 HA H7 DA DQ D8],S,1,2,1,0,0,4,0,0,[DJ H9],2,0.0000,[SJ ST SQ S9 S7 HA H7 DA DQ D8],,-,-,-,-,-,-,-
[CA CT C9 SA SK SQ S9 S8 S7 DK],-,3,1,0,0,0,6,0,0,[DJ DT],12,0.0000,[CA CT C9 SA SK SQ S9 S8 S7 DK],,-,-,-,-,-,-,-
[SJ HJ CA SA ST SK H8 DK D9 D8],SH,3,1,1,1,0,3,0,0,[C8 C7],0,0.0000,[SJ HJ CA SA ST SK H8 DK D9 D8],,-,-,-,-,-,-,-
[DJ C8 S8 S7 H8 H7 DA DT DK D8],D,2,1,1,1,0,4,1,0,[HK HQ],7,0.0000,[DJ C8 S8 S7 H8 H7 DA DT DK D8],,-,-,-,-,-,-,-
[DJ CT CK CQ SA S8 HT HK HQ H7],D,4,1,1,0,0,4,1,0,[DK D9],4,0.0000,[DJ CT CK CQ SA S8 HT HK HQ H7],,-,-,-,-,-,-,-
[CT CK SA S8 H9 H8 DT DQ D8 D7],-,2,1,1,0,0,4,0,0,[HJ SQ],5,0.0000,[CT CK SA S8 H9 H8 DT DQ D8 D7],,-,-,-,-,-,-,-
[CJ DJ CQ C9 SK S8 HK H8 DQ D9],CD,4,0,0,0,0,2,0,0,[ST HT],20,0.0000,[CJ DJ CQ C9 SK S8 HK H8 DQ D9],,-,-,-,-,-,-,-
[CQ C9 C7 SK S9 HK H7 DT DK DQ],-,3,0,1,0,0,3,0,0,[CA S7],11,0.0000,[CQ C9 C7 SK S9 HK H7 DT DK DQ],,-,-,-,-,-,-,-
[CJ SJ CT ST SQ S8 H9 H7 DA DQ],CS,3,1,1,0,0,3,0,0,[DK D9],4,0.0000,[CJ SJ CT ST SQ S8 H9 H7 DA DQ],,-,-,-,-,-,-,-
[CT CK SA S9 S7 HA H8 H7 DA D9],-,2,3,0,0,0,3,0,0,[D8 D7],0,0.0000,[CT CK SA S9 S7 HA H8 H7 DA D9],,-,-,-,-,-,-,-
[CJ DJ CK SK S8 S7 H7 DT DK D9],CD,3,0,1,0,0,3,1,0,[C7 D7],0,0.0000,[CJ DJ CK SK S8 S7 H7 DT DK D9],,-,-,-,-,-,-,-
[CJ CK CQ SQ HQ H9 H7 DT D9 D7],C,3,0,1,0,0,3,0,0,[C8 S8],0,0.0000,[CJ CK CQ SQ HQ H9 H7 DT D9 D7],,-,-,-,-,-,-,-
[HJ CT ST SQ S8 H8 DA DK D8 D7],H,2,1,1,0,0,4,0,0,[C7 DT],10,0.0000,[HJ CT ST SQ S8 H8 DA DK D8 D7],,-,-,-,-,-,-,-
[SJ CA C7 SA ST SK SQ S9 HA D8],S,3,2,1,1,0,5,1,0,[HJ D7],2,0.0000,[SJ CA C7 SA ST SK SQ S9 HA D8],,-,-,-,-,-,-,-
[CJ C9 SA S8 HA HQ H9 DA DT D7],C,2,3,1,1,0,3,0,0,[CT D9],10,0.0000,[CJ C9 SA S8 HA HQ H9 DA DT D7],,-,-,-,-,-,-,-
[CT C8 SA SK SQ HQ H7 DK D9 D8],-,2,1,0,0,0,3,0,0,[C9 HT],10,0.0000,[CT C8 SA SK SQ HQ H7 DK D9 D8],,-,-,-,-,-,-,-
[CJ HJ DJ CA HT H9 H7 DA DK D9],CHD,4,1,1,0,0,3,0,0,[SJ HA],13,0.0500,[CJ HJ DJ CA HT H9 H7 DA DK D9],,-,-,-,-,-,-,-
[HJ DJ C7 SA ST SK S9 S7 HK D9],HD,3,1,1,1,0,5,1,0,[CA CQ],14,0.0000,[HJ DJ C7 SA ST SK S9 S7 HK D9],,-,-,-,-,-,-,-
[CJ SJ HJ CK C9 C8 SA ST SK D8],CSH,6,1,1,1,0,3,0,0,[DJ D9],2,0.9500,[CJ SJ HJ CK C9 C8 SA ST SK D8],,-,-,-,-,-,-,-
[CJ SJ HJ CA CT C7 S9 S8 DT DQ],CSH,6,0,1,0,0,3,0,0,[HK D7],4,0.2500,[CJ SJ HJ CA CT C7 S9 S8 DT DQ],,-,-,-,-,-,-,-
[CK CQ SA SK SQ S9 S7 HQ H8 DA],-,2,2,0,0,0,5,0,0,[DQ D7],3,0.0000,[CK CQ SA SK SQ S9 S7 HQ H8 DA],,-,-,-,-,-,-,-
[SJ DJ CA C7 S9 HQ H7 DQ D9 D8],SD,4,0,0,0,0,3,0,0,[HJ HT],12,0.0000,[SJ DJ CA C7 S9 HQ H7 DQ D9 D8],,-,-,-,-,-,-,-
[CJ SJ C7 ST S9 S8 S7 H8 H7 DK],CS,3,0,1,0,0,4,0,0,[SK HT],14,0.0000,[CJ SJ C7 ST S9 S8 S7 H8 H7 DK],,-,-,-,-,-,-,-
[CJ CT C9 C8 ST SK HK HQ H7 D8],C,4,0,1,0,0,3,0,0,[CA S9],11,0.0000,[CJ CT C9 C8 ST SK HK HQ H7 D8],,-,-,-,-,-,-,-
[CJ C9 SA ST S7 HA H8 DQ D9 D8],C,2,2,1,1,0,3,0,0,[CQ HK],7,0.0000,[CJ C9 SA ST S7 HA H8 DQ D9 D8],,-,-,-,-,-,-,-
[SJ SK S8 S7 HA HT H9 H8 H7 DQ],S,1,1,1,1,0,5,0,0,[HJ HK],6,0.0000,[SJ SK S8 S7 HA HT H9 H8 H7 DQ],,-,-,-,-,-,-,-
[CJ DJ CA S8 S7 HA HT H8 DA D9],CD,3,2,1,1,0,3,0,0,[SJ C7],2,0.1500,[CJ DJ CA S8 S7 HA HT H8 DA D9],,-,-,-,-,-,-,-
[CA CT ST S9 S8 S7 HT H8 DA D8],-,2,1,2,0,0,4,0,0,[HJ HK],6,0.0000,[CA CT ST S9 S8 S7 HT H8 DA D8],,-,-,-,-,-,-,-
[CQ C8 C7 SK SQ HA HK HQ H9 DQ],-,3,1,0,0,0,4,0,0,[DA DT],21,0.0000,[CQ C8 C7 SK SQ HA HK HQ H9 DQ],,-,-,-,-,-,-,-
[CJ DJ C7 SA ST HT HQ H9 DT D8],CD,3,1,3,1,0,3,0,0,[CK D9],4,0.0000,[CJ DJ C7 SA ST HT HQ H9 DT D8],,-,-,-,-,-,-,-
[CT CK CQ C7 SA SQ H8 DA DK D8],-,4,2,0,0,0,4,0,0,[HJ S7],2,0.0000,[CT CK CQ C7 SA SQ H8 DA DK D8],,-,-,-,-,-,-,-
[CJ HJ CA S8 HA HT HK HQ DK DQ],CH,3,1,1,1,0,4,0,0,[C8 H7],0,0.0000,[CJ HJ CA S8 HA HT HK HQ DK DQ],,-,-,-,-,-,-,-
[CK C9 SK S8 S7 HT HK DK DQ D9],-,2,0,1,0,0,3,0,0,[SJ SQ],5,0.0000,[CK C9 SK S8 S7 HT HK DK DQ D9],,-,-,-,-,-,-,-
[HJ DJ C7 SA ST S7 HK H7 DA DT],HD,3,2,2,2,0,3,0,0,[CT H8],10,0.0000,[HJ DJ C7 SA ST S7 HK H7 DA DT],,-,-,-,-,-,-,-
[SJ CK S9 S8 S7 HA HQ H8 H7 DQ],S,2,1,0,0,0,4,0,0,[C8 HT],10,0.0000,[SJ CK S9 S8 S7 HA HQ H8 H7 DQ],,-,-,-,-,-,-,-
[CJ DJ C8 C7 SQ HA HQ H9 DA DT],CD,4,2,1,1,0,3,0,0,[S8 D9],0,0.1000,[CJ DJ C8 C7 SQ HA HQ H9 DA DT],,-,-,-,-,-,-,-
[CJ SJ C8 S8 S7 HK H8 H7 DA D8],CS,3,1,0,0,0,3,0,0,[SQ HA],14,0.0000,[CJ SJ C8 S8 S7 HK H8 H7 DA D8],,-,-,-,-,-,-,-
[HJ DJ CQ C9 C7 SA S8 HT D9 D8],HD,5,1,1,0,1,3,0,0,[HK H9],4,0.0000,[HJ DJ CQ C9 C7 SA S8 HT D9 D8],,-,-,-,-,-,-,-
[CJ SJ DJ CK CQ C8 ST HK D9 D7],CSD,6,0,1,0,1,3,0,0,[C9 H9],0,0.0000,[CJ SJ DJ CK CQ C8 ST HK D9 D7],,-,-,-,-,-,-,-
[CJ DJ C9 SA ST S7 HA DA DQ D8],CD,3,3,1,1,0,3,0,0,[C7 DT],10,0.2500,[CJ DJ C9 SA ST S7 HA DA DQ D8],,-,-,-,-,-,-,-
[CJ CA CT CQ C7 ST HT HK DQ D8],C,5,0,2,0,1,4,0,0,[DA D7],11,0.0000,[CJ CA CT CQ C7 ST HT HK DQ D8],,-,-,-,-,-,-,-
[CJ CK CQ SA ST SQ S7 DA DQ D8],C,3,2,1,1,0,4,0,0,[HQ H9],3,0.0000,[CJ CK CQ SA ST SQ S7 DA DQ D8],,-,-,-,-,-,-,-
[HJ CA HK HQ H9 H8 H7 DT DK D9],H,2,0,1,0,0,5,1,0,[CQ HA],14,0.0000,[HJ CA HK HQ H9 H8 H7 DT DK D9],,-,-,-,-,-,-,-
[CJ CQ C7 SA ST SK HT H7 DA D9],C,3,2,2,1,0,3,0,0,[SJ DJ],4,0.0000,[CJ CQ C7 SA ST SK HT H7 DA D9],,-,-,-,-,-,-,-
[DJ CT CQ C8 ST SK SQ HA HQ D7],D,4,1,1,0,0,3,0,0,[CJ DK],6,0.0000,[DJ CT CQ C8 ST SK SQ HA HQ D7],,-,-,-,-,-,-,-
