Cards,JacksMask,Aces,Tens,AttachedTens,TenKingSmall,SkatFulls,WinProb
[CT CQ ST S8 HQ H9 DA DQ D8 D7],-,1,1,0,0,1,0.0000
[SJ CT C8 C7 SA HQ DT DK DQ D9],S,2,1,1,1,1,0.0000
[DJ CQ C9 C8 SA SQ HT HQ DK D9],D,1,1,0,0,0,0.0000
[SJ C8 S8 S7 HK H8 H7 DA DT DK],S,1,1,1,0,0,0.0000
[SJ HJ CA C8 SA S9 S7 HA H7 DK],SH,3,0,0,0,0,0.4800
[CJ CT SA S8 S7 HT H9 DA D9 D7],C,3,2,1,0,0,0.9400
[DJ CK SA ST S7 HA HQ DT D9 D7],D,2,2,1,0,0,0.0000
[SJ DJ CT CQ ST SK SQ S9 HA DA],SD,2,1,0,1,1,0.0600
[CK ST SK SQ S9 S8 H9 H7 D8 D7],-,0,1,0,1,0,0.0000
[CA CQ C8 C7 SQ S7 H7 DT D9 D8],-,0,1,0,0,1,0.0000
[SJ DJ CK CQ SK S9 S8 HK H7 D8],SD,0,0,0,0,0,0.0000
[CA CT C7 SA ST S9 HK HQ H9 D7],-,1,2,1,1,2,0.0000
[HJ DJ C9 C8 SA S9 S8 HK H7 D9],HD,1,0,0,0,0,0.0000
[CJ CQ C8 C7 SA S7 HT HK H9 H8],C,1,1,0,1,0,0.0000
[SJ CT CK C9 C8 ST HT H8 DK DQ],S,0,3,0,1,0,0.0000
[CJ HJ DJ CQ C7 HK HQ H9 H8 DA],CHD,1,1,0,1,0,1.0000
[CQ C9 C7 SA S7 HK H8 H7 DA D8],-,2,0,0,0,0,0.0000
[CJ SJ CT ST S9 HA H8 DT DQ D7],CS,1,2,0,0,1,0.2200
[CQ C9 S9 S7 H7 DA DT DQ D8 D7],-,1,1,1,1,0,0.0000
[CK C8 C7 SQ S8 HA H7 DK D8 D7],-,1,0,0,0,0,0.0000
[CT CQ C7 SA SQ S8 HK DK D9 D7],-,1,0,0,0,1,0.0000
[CK C9 C8 SA HA HK HQ DT DQ D9],-,2,1,0,0,0,0.0000
[CT SA ST SQ S8 HA HK H7 D8 D7],-,2,1,1,0,1,0.0000
[CJ CT C7 ST S9 HT H8 DT DQ D8],C,1,4,1,0,0,0.0000
[HJ CT CQ C9 C8 S8 H7 DA DQ D8],H,2,2,1,0,0,0.0000
[HJ CA C7 SQ S8 HT H9 H7 DT D8],H,0,2,0,0,1,0.0000
[SJ CA CT C7 SA SK HK HQ DA DT],S,3,3,3,0,0,0.6600
[DJ CA CT CK CQ C8 SA S8 HQ DK],D,1,1,0,1,1,0.0000
[CJ CT ST SK HK HQ H8 H7 DT D7],C,0,3,0,1,0,0.0000
[HJ CA SK S8 S7 HK H8 DK D9 D7],H,1,0,0,0,1,0.0000
[SJ CA CK SK HK HQ H9 DK DQ D9],S,2,0,0,0,0,0.0300
[SJ CK CQ C8 ST S9 S8 HQ H9 DQ],S,0,2,0,0,0,0.0000
[SJ CK SA S9 HT HK H9 DA DQ D9],S,2,1,0,0,0,0.0000
[CT CK C9 C7 SK S9 S8 HT H7 D8],-,0,1,0,0,1,0.0000
[HJ CK C8 S9 S7 HT H9 DT D9 D7],H,0,2,0,0,0,0.0000
[SJ DJ CQ S7 HA H9 H8 H7 DA D8],SD,2,0,0,0,0,0.3500
[CJ SJ CA C8 S9 HT HQ DK DQ D9],CS,1,1,0,0,0,0.6400
[HJ CQ C8 SK S8 HA HT DT DQ D8],H,1,2,1,0,1,0.0000
[CJ CQ HA HK H8 H7 DA DK DQ D8],C,2,1,1,1,0,0.0000
[SJ HJ C9 SA SQ H8 H7 DA DQ D9],SH,2,0,0,0,0,0.6800
[SJ CA CK CQ SK SQ HA H7 DK D7],S,2,0,0,0,0,0.0000
[SJ HJ DJ CK CQ C8 SQ S7 HA DQ],SHD,1,0,0,0,0,0.0000
[HJ CQ C8 C7 SA ST HQ H9 DA DK],H,2,1,1,0,0,0.0200
[CA C9 SA SK S7 H9 H7 DA DT DK],-,3,1,1,0,0,0.3100
[HJ DJ CA CT C8 S8 DA DT DQ D9],HD,2,2,2,0,0,1.0000
[CJ DJ CK C9 SK HK DT DQ D9 D7],CD,1,1,0,0,0,0.3400
[C7 ST SK SQ HT HK H9 H8 DA DT],-,1,2,1,1,1,0.0000
[CJ SJ CQ C7 S9 HT HQ H9 D9 D8],CS,1,1,1,0,0,0.5900
[CJ SJ HJ CA CQ S7 H9 H7 DT DK],CSH,1,1,0,1,0,0.1800
[CQ C8 S7 HA HQ H8 H7 DT DK D7],-,1,1,0,1,0,0.0000
[CA ST SK SQ S9 S8 S7 DT D8 D7],-,0,2,0,1,1,0.0000
[CJ DJ CA CT C8 HQ DT DK D9 D8],CD,1,2,1,1,0,0.4400
[CJ C8 C7 ST S8 HT H9 H8 DA DQ],C,1,2,0,0,0,0.0000
[C9 SA ST SQ S8 HT DA DT DQ D8],-,2,3,2,0,0,0.0000
[CJ CA CT CK C7 SA HA H8 DT D8],C,3,2,1,0,0,0.3400
[HJ DJ CQ C9 SA SQ S8 H8 DK D7],HD,2,0,0,0,0,0.0400
[SJ HJ DJ CK C9 S9 S7 HK H8 DK],SHD,0,0,0,0,0,0.0000
[CA CT C8 S9 HA HK DA DT D9 D8],-,3,1,1,0,1,0.0000
[DJ C7 ST SQ HA HT H8 DT DK D9],D,1,3,1,1,0,0.0000
[CJ SJ DJ CA CT C8 SQ S8 H9 DQ],CSD,1,2,1,0,0,0.7100
[DJ SK S8 S7 HA HK H7 DA DK D8],D,2,1,1,1,1,0.0000
[CJ SJ DJ C9 SA ST SK HA HT DA],CSD,3,2,2,0,0,0.9900
[HJ CT SA SK HA HK H8 DQ D9 D8],H,2,0,0,0,1,0.0000
[SJ C7 S7 HA HK H9 H8 DK DQ D9],S,1,1,0,1,0,0.0000
[CJ CK C8 C7 SA S9 S8 HA H7 DT],C,2,1,0,0,0,0.0000
[HJ CK SA SK S9 H8 H7 DA DK DQ],H,2,0,0,0,0,0.0000
[DJ CT C7 ST SQ S9 S7 DA DQ D7],D,1,1,0,0,1,0.0000
[SJ CT C7 SA ST SQ S8 H8 DT DQ],S,1,2,1,1,1,0.0000
[CT CK C9 SA ST S7 HK H8 DK D9],-,1,1,1,0,1,0.0000
[CJ CK C9 ST SK S7 HK HQ DA DK],C,1,1,0,1,0,0.0000
[SJ C8 SA ST SK S9 HA HK H8 DA],S,3,1,1,0,0,0.0400
[CA CQ C9 C7 SA SK S7 H9 DQ D7],-,1,0,0,0,1,0.0000
[SJ HJ CQ C9 SA ST SQ HQ H8 H7],SH,1,1,1,0,0,0.1000
[SJ CQ C7 SA SK HA DA DT DK D8],S,3,1,1,1,0,1.0000
[CQ C8 SQ HT HQ H7 DA DT DK D7],-,1,2,1,1,0,0.0000
[CJ CK SA SK HQ H8 DA DT D9 D7],C,2,1,1,0,0,0.0000
[CJ CA CT SA ST SQ S8 H7 DQ D9],C,2,2,2,0,0,0.0100
[DJ CA CK C7 ST SK S9 S7 HT D7],D,0,2,0,1,1,0.0000
[CQ C7 SK SQ S9 HK HQ DT DK D7],-,1,2,0,2,0,0.0000
[CJ CA CT C8 S9 S8 S7 H8 H7 D7],C,1,1,0,0,1,0.0000
[SJ C9 C8 C7 S9 S8 S7 HQ H9 D8],S,0,1,0,0,0,0.0000
[DJ C8 C7 SK SQ S9 S8 S7 H9 DT],D,1,1,0,0,0,0.0000
[HJ CK C7 S9 HQ H9 DA DT DK D8],H,1,2,1,1,0,0.0000
[HJ CT SQ S9 S7 HT HQ H8 H7 DT],H,0,3,0,0,0,0.0000
[CA CQ C9 S8 S7 HK HQ H9 H8 DK],-,0,1,0,0,1,0.0000
[CJ CT CK C7 SK S9 H9 DA DK DQ],C,1,0,0,0,1,0.0000
[CJ CA C8 SQ S9 HT H8 H7 DT D8],C,0,2,0,1,1,0.0000
[CJ SJ HJ DJ CK CQ C9 H8 DK D9],CSHD,0,0,0,0,0,0.0300
[DJ SK SQ S9 S7 HK H7 DT D8 D7],D,1,1,1,0,0,0.0000
[HJ CA C9 C8 SA ST SK SQ DQ D9],H,1,1,1,1,1,0.0000
[CQ C8 SA ST SK HA HT DA DQ D9],-,2,2,1,1,1,0.0000
[CK C9 C7 S9 S8 HA DA DT DQ D7],-,2,1,1,0,0,0.0000
[DJ C9 C8 SA ST S9 HQ H8 D9 D7],D,1,1,1,0,0,0.0000
[HJ DJ C9 C8 ST S8 H9 DA DT D7],HD,1,3,1,0,0,0.0000
[DJ CT C9 SA ST SK HK H8 D9 D8],D,1,3,1,0,0,0.0000
[SJ CA CT C8 C7 ST SQ HA HT DQ],S,1,3,1,0,1,0.0000
[CJ DJ SA SK SQ S8 S7 DK D9 D8],CD,2,0,0,0,0,0.6400
[SJ HJ DJ CT CK ST SK S9 HQ H8],SHD,0,2,0,1,0,0.0000
[SJ HJ CQ C8 SA ST S9 DQ D9 D8],SH,2,1,1,0,0,0.0600
[CJ SJ C9 C7 ST SQ S9 HT HK HQ],CS,0,2,0,0,0,0.0000
[CJ DJ CT C7 SK H9 DA DT DK D7],CD,1,2,1,1,0,0.7800
[CJ SJ HJ DJ CA CQ C7 SA SQ D8],CSHD,2,0,0,0,0,0.9000
[DJ CA CK C7 SQ S7 HK D9 D8 D7],D,1,0,0,0,1,0.0000
[HJ CT CQ S9 S7 HK HQ H7 DQ D9],H,0,1,0,0,0,0.0000
[CJ CT CQ HK H9 DK DQ D9 D8 D7],C,0,1,0,0,0,0.0000
[DJ CT C8 ST SQ S8 HK HQ H8 DQ],D,0,1,0,0,1,0.0000
[DJ CT CQ C9 C7 SA ST S9 HT D9],D,1,2,1,0,1,0.0000
[CJ HJ CA CK C9 HQ H9 DT DK D7],CH,1,1,0,1,0,0.0000
[CJ SJ CA C8 C7 S9 S8 HA D9 D7],CS,3,0,0,0,0,0.8700
[DJ C8 C7 SA SQ S8 S7 DA D9 D7],D,2,0,0,0,0,0.0000
[SJ HJ DJ CA CT C8 ST S9 HQ D9],SHD,1,2,1,0,0,0.0900
[CT CK C8 C7 SK HQ H9 D9 D8 D7],-,1,0,0,0,1,0.0000
[CA C7 ST S9 S8 S7 HT H8 DQ D9],-,1,2,1,0,1,0.0000
[CT CK CQ C7 SA SQ HA DT DK D7],-,2,1,0,1,1,0.0000
[SJ DJ C8 SK S9 S8 H9 H8 DA DQ],SD,1,0,0,0,0,0.0000
[CJ CK C8 C7 SK HT HK DK DQ D9],C,0,1,0,1,0,0.0000
[CA CK CQ C9 SQ HT HK HQ H8 D9],-,0,1,0,1,1,0.0000
[CJ CT C8 C7 SQ S8 HA HT HK HQ],C,1,2,1,0,0,0.1200
[HJ DJ CA CK ST S7 HT H9 H8 DK],HD,2,2,1,0,0,0.2600
[DJ CT CQ C9 S9 HK H8 H7 D9 D7],D,1,0,0,0,1,0.0000
[CJ SJ C9 ST SQ S8 HT HK H7 DA],CS,2,2,0,1,0,0.3300
[SJ DJ CA CK CQ C8 S9 HK DT DK],SD,1,2,0,0,0,0.0000
[DJ CA CT CK C9 ST SQ S7 HA HQ],D,1,2,0,1,1,0.0000
[SJ DJ CK CQ C7 S8 HT HQ D8 D7],SD,0,2,0,0,0,0.0000
[SJ DJ C9 SK SQ H9 H8 H7 D9 D8],SD,1,0,0,0,0,0.0000
[C9 C8 SA S8 HA HK HQ H7 DQ D8],-,2,0,0,0,0,0.0000
[CA C8 SK SQ HA HT HQ DT D8 D7],-,1,2,1,0,2,0.0000
[HJ CK C8 SQ S9 S8 HT H9 H7 D7],H,0,2,0,0,0,0.0000
[CA CQ C9 C8 C7 S9 S8 HA HK DA],-,2,1,0,0,1,0.0000
[SJ CT C8 C7 ST HQ H7 DK D8 D7],S,0,1,0,0,1,0.0000
[HJ CQ C7 SK HA H9 H7 DA DK D7],H,3,0,0,0,0,0.0500
[HJ CT S9 H9 H8 DA DT DK D9 D8],H,1,1,1,1,1,0.0000
[CA ST SK HA HT HQ H9 DT DK D7],-,1,3,1,1,2,0.0000
[SJ C9 C8 SA S8 S7 HK H8 D8 D7],S,1,0,0,0,0,0.0000
[CJ HJ C8 SQ S8 HA HK HQ H7 DA],CH,3,0,0,0,0,0.6900
[SJ DJ CT C8 ST S9 S8 HQ D8 D7],SD,0,2,0,0,0,0.0000
[CJ CA S8 HA HT HK H8 DA DQ D7],C,3,1,1,1,0,0.1600
[SJ CT CQ C8 C7 S9 S8 HA H9 H8],S,2,0,0,0,1,0.0000
[CJ CA CK CQ C8 SQ S7 HQ DQ D8],C,1,0,0,0,1,0.0000
[SJ HJ CQ C9 SK S9 HT H7 DA DT],SH,1,2,1,0,0,0.0000
[CJ CA CK SA ST SQ HQ H8 DT DQ],C,2,2,1,0,0,0.0100
[CJ HJ CA CK C7 SK HA HK HQ D7],CH,2,1,1,1,0,0.5800
[CT CQ C8 SK S8 H9 H8 DA DT DQ],-,1,2,1,1,1,0.0000
[CJ HJ CA C7 ST S8 H9 DA DT DK],CH,2,2,1,0,0,0.6400
[HJ CT CQ SK S8 H9 H8 DT DQ D8],H,0,1,0,0,1,0.0000
[CJ SJ CQ C9 SQ S8 S7 H7 DA D8],CS,2,0,0,0,0,0.0000
[SJ CT C8 C7 SA SQ S9 HA H9 D8],S,3,1,0,0,0,0.0100
[HJ C9 SK SQ HA HT HQ H9 H8 DQ],H,1,1,1,0,0,0.4800
[SJ CK C9 C7 ST SK S8 H8 DT D8],S,1,2,1,2,0,0.0000
[CJ DJ CT HA HT H9 H7 DK D8 D7],CD,1,2,1,0,0,0.0000
[CJ DJ CA CT C7 SA S7 HA H9 D7],CD,3,1,1,0,0,1.0000
[SJ HJ CK CQ C8 HA HT HK DK DQ],SH,3,1,1,0,0,0.6900
[HJ CA CK C8 SA SK S8 HK D9 D8],H,1,0,0,0,1,0.0000
[CJ SJ CA SA SK SQ HT HQ H7 DT],CS,2,2,0,0,0,0.2200
[CJ CQ ST SQ S7 HK HQ H7 DT DQ],C,0,2,0,0,0,0.0000
[CJ SJ DJ SA S8 H7 DT DK D8 D7],CSD,2,2,1,1,0,0.9600
[SJ HJ CT CK SA SQ S9 S8 S7 H7],SH,2,1,0,0,0,0.4600
[HJ CT CK CQ SA SQ S8 HA HQ DQ],H,2,0,0,0,1,0.0000
[HJ CT ST SQ HA HK H8 DA D9 D7],H,2,2,1,0,1,0.0000
[CQ C8 C7 SA SK HA H7 DT D8 D7],-,3,1,0,0,0,0.0100
[CK CQ C9 HA HT HQ H9 H8 DQ D8],-,1,1,1,0,1,0.0000
[SJ HJ CK CQ C7 SA HK H9 DK D7],SH,2,0,0,0,0,0.0000
[HJ CA CK ST S7 H7 DA DQ D8 D7],H,2,1,0,0,0,0.0000
[CJ SJ CT CK C8 SK H9 H8 DA DT],CS,2,2,1,0,0,1.0000
[CQ C8 SK S9 S8 HK HQ H9 DT DQ],-,0,1,0,0,1,0.0000
[CJ DJ CK C9 C7 S8 H8 DA D8 D7],CD,1,0,0,0,0,0.2100
[SJ HJ CA C9 ST SK HK H7 DA DQ],SH,2,1,0,1,0,0.2300
[SJ CQ SK SQ S8 HK HQ H9 DA D8],S,1,1,0,1,0,0.0000
[SJ HJ ST SK S9 HT HK HQ DK DQ],SH,0,2,0,1,0,0.2300
[CJ CT CQ C8 C7 SA SQ S9 D9 D7],C,1,1,0,0,0,0.0000
[CJ SJ C7 SQ S7 HT H9 H7 DA D7],CS,2,1,1,0,0,0.7800
[CJ SJ HJ DJ CA CK SK S8 S7 DT],CSHD,1,1,0,0,0,0.2200
[CA CK CQ C7 SA ST S9 DT DK D8],-,1,3,1,1,2,0.0000
[CJ SJ DJ CA C9 C8 C7 S9 S8 HA],CSD,2,0,0,0,0,1.0000
[DJ CT C9 C7 SA ST SK HA D9 D7],D,2,1,1,0,1,0.0000
[CJ CA CQ C7 S9 S8 HT H9 H8 D9],C,0,2,0,1,1,0.0000
[DJ CQ C9 C8 HK HQ H8 DA DQ D7],D,1,0,0,0,0,0.0000
[SJ CA CK C7 SQ HA HK DK DQ D9],S,1,1,0,1,1,0.0000
[DJ CA CT ST S8 HT DA DK DQ D9],D,2,3,1,0,0,0.0100
[SJ CT CQ SA ST S8 S7 HT HQ H8],S,1,2,1,0,1,0.0000
[SJ CT C9 C8 C7 ST S9 S8 HK D8],S,0,2,0,0,0,0.0000
[CT CQ C9 C7 ST SQ S8 HT H7 D9],-,1,2,1,1,1,0.0000
[CK CQ C8 C7 SA ST HT DT DQ D7],-,1,3,1,0,1,0.0000
[CJ HJ C9 ST SK S7 HT H9 H8 DT],CH,1,2,1,1,1,0.9800
[CJ HJ DJ C9 C7 ST S8 HT H7 D8],CHD,0,2,0,0,0,0.0000
[HJ CA CK CQ C9 S7 HA H9 H7 DQ],H,3,0,0,0,0,0.5600
[CA CK CQ C9 C7 ST H8 DT DQ D7],-,2,2,1,0,0,0.0100
[SJ CK CQ C8 S7 HT HK DA DT D7],S,1,3,1,1,0,0.0000
[CK CQ C8 SK SQ S7 HA HT HQ DQ],-,1,2,1,0,0,0.0000
[CJ CK CQ ST SK S9 H9 H7 DQ D9],C,0,1,0,1,0,0.0000
[SJ C8 ST SK S8 HT DA DK D9 D7],S,1,2,0,1,1,0.0000
[DJ CQ C9 SA SQ S9 S7 HK H7 D7],D,1,0,0,0,0,0.0000
[HJ DJ CT ST SK S9 HK HQ H8 D7],HD,0,2,0,1,0,0.0000
[CJ CA CQ S9 S8 HQ H9 DT DK D8],C,1,1,0,1,1,0.0000
[SJ C8 C7 SK S9 S8 HQ H7 DQ D8],S,1,0,0,0,0,0.0000
[HJ DJ CK CQ C8 ST SK SQ S9 HQ],HD,1,1,0,1,0,0.0000
[CA CT ST S9 HT HK HQ H8 DA D7],-,1,2,0,1,2,0.0000
[CK C9 SA S9 S8 HA HK H8 DK D9],-,2,0,0,0,0,0.0000
[CJ HJ CA CK CQ C9 S9 S8 HA DA],CH,3,1,1,0,0,0.9700
[HJ DJ CQ S8 S7 HT HK HQ H9 H8],HD,1,2,0,1,0,0.0000
[SJ CQ C9 SQ S9 HK HQ DA DK DQ],S,1,0,0,0,0,0.0000
[SJ CQ C8 SA ST S9 S8 DT DK DQ],S,1,2,1,0,0,0.0000
[SJ CA CT C8 C7 SQ S9 H9 H7 D8],S,2,1,1,0,0,0.5200
[CA CQ C9 C8 SK HA HT HQ H9 DA],-,3,3,2,0,0,0.1000
[SJ C8 SA SK S7 HT HQ H9 H8 DQ],S,1,1,0,0,0,0.0000
[CJ CA CQ C7 SK SQ S9 S7 HA H8],C,2,0,0,0,0,0.1600
[SJ HJ CQ C7 ST S7 H8 H7 DK D8],SH,1,1,1,0,0,0.0000
[CJ CA CQ C9 C8 SA SK DT DK D7],C,2,0,0,0,1,0.7500
[HJ DJ C9 SA SK HA HQ H8 D9 D7],HD,2,1,0,0,0,0.0200
[CJ HJ CT SA SQ H9 DA DT DK D9],CH,2,1,1,1,1,1.0000
[HJ DJ C8 C7 SA SQ S9 S8 HA D8],HD,3,1,1,0,0,0.6800
[CJ SJ CT C9 C8 S9 HT HQ H8 D7],CS,1,2,1,0,0,0.1500
[SJ CA C8 S7 HT HQ DA DK D8 D7],S,1,3,1,1,1,0.0000
[CA CT CK C9 SK S7 H8 DA DT D7],-,1,1,1,0,2,0.0000
[HJ SA ST SK S8 HK H9 H7 DA D9],H,2,1,1,1,0,0.0000
[CJ DJ CA C8 ST S8 HT H9 DA D8],CD,2,2,0,0,0,0.0400
[CJ SJ HJ DJ CK SA S8 S7 H9 D7],CSHD,2,1,1,0,0,1.0000
[SJ CA CK SK S9 S8 S7 H7 DA DQ],S,1,0,0,0,1,0.0000
[CA CQ C8 C7 SA SK S9 HT DA D7],-,3,1,0,0,0,0.0200
[HJ CA C9 SA SK S8 S7 H8 H7 DK],H,2,0,0,0,0,0.1000
[CJ DJ CT ST SQ S8 S7 DQ D9 D8],CD,1,2,0,0,0,0.1100
[SJ HJ CA C9 SA S8 HT H8 DQ D9],SH,2,1,0,0,0,0.0000
[HJ CQ C7 ST SK S9 HK H7 D9 D8],H,0,1,0,1,0,0.0000
[DJ CT CK C9 C7 SA SQ HA H8 D8],D,2,1,0,1,1,0.0000
[CJ CK C9 C8 SA HA HQ DK DQ D7],C,2,0,0,0,0,0.0000
[HJ CK CQ C9 HA HT HK H9 H7 D7],H,1,1,1,1,0,0.0000
[HJ CA CQ C9 SA SK HQ H8 H7 DA],H,3,1,1,0,0,0.0700
[HJ CQ C9 SA S9 S7 H8 H7 DK D8],H,1,0,0,0,0,0.0000
[CJ DJ C9 C7 SA S8 S7 HT H7 DT],CD,1,3,1,0,0,0.0100
[CJ HJ CA CT ST HQ H7 DA DQ D8],CH,2,1,1,0,1,0.3500
[HJ CK C9 C8 SQ S8 HT HK DQ D8],H,0,2,0,0,0,0.0000
[CJ HJ CT C9 C7 ST S8 HA DK D9],CH,1,2,0,0,0,0.0000
[CA CK CQ S7 HA HK DT DQ D9 D7],-,3,1,0,0,0,0.0000
[CJ C8 SK HK HQ H7 DA DK D9 D7],C,2,0,0,0,0,0.0000
[HJ CA CT CK CQ SK HT H8 H7 D8],H,1,2,1,0,0,0.0000
[SJ HJ CA C9 SQ S7 H9 DK D8 D7],SH,2,1,1,1,0,0.5800
[HJ CA CT CK SA ST S7 DK D8 D7],H,2,2,2,0,0,0.8200
[CJ DJ CA CK ST SK S9 HT H7 DT],CD,1,3,0,1,0,0.0000
[SJ HJ CA S8 HK H9 H7 DT D8 D7],SH,1,2,1,0,0,0.0000
[DJ C8 C7 SA ST S7 HT HK DA DT],D,2,3,2,0,0,0.0800
[DJ CA CK C9 C7 SQ S7 H9 H8 D9],D,0,1,0,1,1,0.0000
[CT C9 SA HT HQ H9 H8 DA D8 D7],-,2,3,1,0,0,0.0400
[CJ SJ DJ CA S8 HT HK H7 DQ D8],CSD,1,1,0,1,0,0.1600
[SJ CA C9 C8 SA ST HA H9 D9 D7],S,3,1,1,0,0,0.5600
[SJ HJ CA CT CK C9 C8 H9 DA DT],SH,3,2,2,0,0,0.8700
[CT CQ SA SK S9 S7 H9 DK DQ D9],-,1,0,0,0,1,0.0000
[HJ C7 SK S7 HT HQ H9 DA D9 D8],H,1,2,0,2,0,0.0000
[CQ C9 C7 SA SK SQ S9 HQ H9 D7],-,2,1,1,1,0,0.0000
[CA CQ C8 S7 HA HT H8 DK D9 D7],-,1,1,1,0,1,0.0000
[CA CT C9 C8 SK H9 H8 DT DK D9],-,0,2,0,1,1,0.0000
[SJ CT CQ C9 ST S7 HA H8 DT DK],S,2,3,1,0,0,0.8000
[CJ HJ CK C9 SQ H9 DT DK DQ D8],CH,2,1,0,1,0,0.5600
[HJ DJ CK CQ S8 HA H9 H8 H7 DQ],HD,2,1,0,0,0,0.0100
[SJ HJ C9 SA HK HQ DT DK D8 D7],SH,1,2,1,1,0,0.0000
[CJ CA CK S9 HQ H9 H7 DK D9 D8],C,1,1,1,0,0,0.0000
[CA CQ C9 C7 SA SK HT HK HQ D9],-,1,2,0,1,1,0.0000
[CJ HJ CT C9 C7 HT HK H7 D9 D7],CH,0,2,0,1,0,0.0200
[CJ SJ CT CK C8 S9 HA H9 DA DQ],CS,2,2,0,1,0,0.1700
[HJ CA C8 ST SK HA HT H8 DA DQ],H,3,2,1,1,0,0.9700
[C9 C8 SA S7 HK H9 DA DQ D9 D7],-,2,1,1,1,0,0.0000
[C8 C7 ST S7 HA HT H9 H7 D8 D7],-,1,3,1,0,0,0.0000
[CJ CA C9 S9 S8 HA HK HQ H9 DA],C,4,0,0,0,0,0.6000
[HJ DJ CA ST HA HT HQ H7 D9 D8],HD,4,2,2,0,0,0.9400
[SJ DJ CK C9 C7 SK S8 HA D9 D8],SD,2,0,0,0,0,0.0900
[C8 C7 SA ST HK HQ DA DT D9 D8],-,2,3,2,0,0,0.0000
[DJ CT C9 C7 SA ST H7 DA DQ D7],D,2,2,1,0,0,0.0900
[SJ CA CK C7 SA S9 S8 HQ H9 H8],S,2,0,0,0,0,0.1500
[SJ S9 S8 HK HQ H8 DQ D9 D8 D7],S,0,0,0,0,1,0.0000
[SJ HJ CA CK CQ C9 C8 C7 HT D7],SH,1,3,1,1,0,0.3100
[CQ C8 C7 ST SK S7 HK H9 D8 D7],-,0,1,0,1,1,0.0000
[CJ CA CT SK S9 HQ H7 DA D9 D7],C,2,1,1,0,0,0.3000
[DJ CK SA ST SK SQ S9 S8 HQ H9],D,1,1,1,1,1,0.0000
[CJ SJ HJ CK C9 SK S7 HT DA D9],CSH,1,1,0,0,0,0.0000
[CJ ST SQ HA H9 H7 DA DQ D9 D7],C,2,1,0,0,0,0.6800
[HJ CA C8 C7 SA S9 HT H8 DT D7],H,3,2,1,0,0,0.6500
[SJ HJ CQ C7 SA S9 S8 HT H9 DK],SH,2,2,1,0,0,0.2000
[CJ DJ CA ST SK SQ S8 H9 H8 DA],CD,3,1,0,0,0,0.7700
[CQ C7 S9 S8 HA HQ DA DT DQ D8],-,2,2,2,0,0,0.0000
[SJ CK CQ C7 SA ST SK HK H9 D9],S,1,1,1,0,0,0.1000
[SJ CK C7 SK SQ S8 HA H7 DK DQ],S,2,0,0,0,1,0.0000
[SJ CA CT C9 S9 HK H8 DT DQ D9],S,0,2,0,1,1,0.0000
[CJ SJ CK CQ C8 SA HT HK H7 D9],CS,1,2,0,1,0,0.0000
[SJ DJ CT CK C8 C7 SA H9 H8 DT],SD,1,2,0,2,0,0.0000
[CT CK C7 SK SQ HT HQ DA DT D9],-,1,2,1,0,1,0.0000
[CJ HJ CA C8 ST S7 HQ H7 DQ D9],CH,1,2,1,0,0,0.0000
[CJ CK ST SK SQ S9 S7 HT DT DQ],C,1,3,1,1,0,0.0000
[CJ CT C8 C7 SA SK HK H9 D9 D8],C,1,2,1,0,1,0.0000
[DJ CT C9 HA HT H8 DT DK D9 D8],D,1,2,1,1,1,0.0000
[HJ CA CQ C9 C7 SK S9 S7 HQ DT],H,0,2,0,1,1,0.0000
[CQ C9 SA ST S9 S8 HK H8 DT D7],-,2,2,1,0,0,0.0000
[HJ CA C9 C7 ST SK SQ HK DQ D7],H,1,1,0,0,0,0.0000
[HJ CT CQ ST SK HT HK HQ H9 H7],H,0,3,0,1,1,0.0000
[CJ DJ CT CQ HK H7 DA DQ D9 D7],CD,1,1,0,0,0,0.1200
[SJ HJ CT SA HT HQ H9 DT DK D8],SH,1,3,0,1,0,0.0000
[CK C9 SK SQ S8 S7 HK DA DK DQ],-,1,0,0,0,1,0.0000
[CT CQ C9 C7 SK SQ HT HK H7 D9],-,0,2,0,1,1,0.0000
[CJ SJ HJ CT ST HT HK H8 D8 D7],CSH,1,1,0,1,2,0.4600
[CJ SJ CQ C7 ST S9 HK H9 DK D8],CS,0,1,0,0,0,0.0000
[HJ DJ C8 SA SK DA DT DK DQ D8],HD,2,2,2,1,0,1.0000
[CT C9 ST S9 S8 H8 DT D9 D8 D7],-,0,2,0,0,1,0.0000
[CJ HJ CT CQ C8 SK HT HQ D8 D7],CH,0,3,0,0,0,0.0000
[CJ SJ DJ CT CK C7 SK S7 DK D9],CSD,1,1,0,1,1,0.0800
[SJ DJ CQ C7 SA HQ H9 H8 DA D7],SD,2,1,1,0,0,0.0000
[CJ CK CQ C9 SK SQ S9 HQ DA DK],C,1,0,0,0,1,0.0000
[SJ C8 SA SK HA H9 H8 DA DT D9],S,3,1,1,1,0,0.9600
[SJ DJ CA SA ST HT HK H9 H7 DA],SD,3,2,1,1,0,0.8900
[DJ CT C8 C7 SA HT H9 DT DK DQ],D,1,2,0,1,1,0.0000
[CJ HJ DJ CK SA S9 S7 HA HT H7],CHD,2,1,1,0,0,1.0000
[HJ CK SA SQ S9 HK H8 DT D9 D7],H,1,1,0,0,0,0.0000
[SJ DJ ST S9 S8 S7 HA HQ DQ D9],SD,2,2,1,0,0,0.1400
